OrderID,UserID,Date,TotalPrice,Status
66,26500,2023-01-05,20441.79,Shipped
67,16960,2023-08-06,32117.16,Pending
68,10090,2022-12-11,764.3,Delivered
69,27561,2023-04-12,22518.239999999998,Delivered
70,11049,2023-10-13,22903.12,Delivered
71,7864,2023-06-25,6146.29,Pending
72,1821,2023-09-06,15945.830000000002,Pending
73,4990,2022-11-22,6871.639999999999,Shipped
74,19038,2023-09-17,11384.06,Pending
75,27792,2023-09-21,2693.16,Pending
76,5321,2023-07-30,9966.95,Shipped
77,685,2023-05-24,4971.6900000000005,Pending
78,3960,2023-09-24,14279.79,Delivered
79,2859,2023-04-05,3478.3500000000004,Delivered
80,4454,2023-03-21,1564.03,Delivered
81,26620,2023-01-30,2507.56,Delivered
82,29844,2023-07-06,9978.34,Pending
83,27270,2023-01-19,30410.09,Pending
84,4290,2023-06-07,11913.27,Delivered
85,13899,2023-06-06,14003.08,Shipped
86,12835,2023-11-11,11991.37,Shipped
87,9432,2023-09-17,1564.54,Delivered
88,7833,2023-03-26,2776.2,Delivered
89,17189,2023-03-09,15059.54,Pending
90,9277,2023-06-12,20670.18,Delivered
91,12913,2023-04-16,8077.4400000000005,Delivered
92,27735,2023-05-25,16437.66,Shipped
93,27844,2023-03-03,22169.75,Pending
94,26915,2023-08-11,25263.28,Pending
95,11534,2023-01-23,8497.06,Pending
96,28619,2023-04-17,23506.829999999998,Delivered
97,4202,2023-05-07,3684.84,Delivered
98,26320,2023-09-18,7846.710000000001,Delivered
99,20804,2023-11-09,22311.25,Pending
100,9640,2023-06-06,21884.78,Pending
101,9980,2023-03-07,7802.919999999999,Shipped
102,28210,2022-11-12,4864.17,Shipped
103,27746,2023-03-13,15717.570000000002,Pending
104,1559,2023-01-07,16731.980000000003,Shipped
105,18972,2023-10-21,16576.3,Delivered
106,24210,2023-04-15,8735.68,Pending
107,21782,2023-07-14,16098.35,Pending
108,27299,2023-04-04,34000.07,Delivered
109,28919,2022-12-05,10672.27,Shipped
110,2224,2023-02-04,9004.05,Pending
111,15281,2023-06-17,7934.9400000000005,Delivered
112,8617,2023-10-06,27716.130000000005,Pending
113,10099,2023-10-14,7264.27,Pending
114,12523,2023-04-15,7840.099999999999,Delivered
115,16140,2023-09-24,2145.6099999999997,Shipped
116,18817,2022-11-22,20643.690000000002,Pending
117,25493,2022-12-23,14011.38,Shipped
118,9574,2023-09-11,21566.659999999996,Delivered
119,3640,2022-12-30,10549.000000000002,Shipped
120,867,2023-03-14,17448.280000000002,Shipped
121,15348,2022-12-30,7039.64,Shipped
122,5457,2023-10-25,3570.85,Pending
123,449,2023-10-26,26326.65,Delivered
124,5223,2022-11-30,18651.86,Delivered
125,14514,2023-11-11,12995.080000000002,Shipped
126,6286,2023-08-12,14171.36,Shipped
127,608,2023-03-13,8090.160000000001,Pending
128,26256,2022-12-31,36108.56,Shipped
129,5332,2023-09-06,2729.91,Pending
130,2146,2023-05-25,28031.1,Shipped
131,29535,2023-01-25,19341.629999999997,Shipped
132,22690,2023-01-16,28918.870000000003,Pending
133,28524,2023-03-02,22585.92,Shipped
134,27488,2023-08-29,20805.22,Pending
135,23755,2023-03-16,7777.91,Shipped
136,26734,2023-04-24,13816.62,Delivered
137,18303,2023-08-25,27982.34,Shipped
138,24013,2022-12-12,22618.510000000002,Shipped
139,4165,2023-09-09,673.0799999999999,Pending
140,26692,2023-06-11,8039.16,Shipped
141,26723,2023-03-25,27733.63,Shipped
142,3333,2023-03-12,25570.070000000003,Pending
143,652,2023-10-31,5295.27,Shipped
144,7309,2023-01-13,4186.48,Shipped
145,18969,2023-05-03,36069.189999999995,Delivered
146,258,2023-05-29,4911.91,Delivered
147,27977,2022-11-27,20550.14,Shipped
148,14415,2023-06-02,30882.57,Delivered
149,15938,2023-07-23,10539.849999999999,Delivered
150,18406,2023-02-06,16414.75,Pending
151,28691,2023-05-29,24007.22,Delivered
152,21831,2023-02-15,9852.7,Shipped
153,13176,2023-08-21,37625.1,Shipped
154,9204,2023-05-27,13415.49,Delivered
155,25957,2023-02-01,26449.329999999998,Delivered
156,14671,2023-05-07,13095.29,Pending
157,11295,2022-12-31,1720.25,Pending
158,13626,2023-07-31,7031.28,Pending
159,13551,2023-01-22,19693.870000000003,Pending
160,11933,2023-09-22,6087.51,Pending
161,25783,2023-06-02,10158.56,Pending
162,20343,2023-11-10,31495.239999999998,Pending
163,28470,2023-06-29,1812.6,Delivered
164,19162,2022-12-31,2461.05,Pending
165,16535,2022-12-21,5702.4800000000005,Shipped
166,12247,2023-08-01,10209.119999999999,Delivered
167,7144,2023-05-04,3937.58,Delivered
168,17984,2023-07-20,15366.369999999999,Shipped
169,12888,2023-08-01,14643.800000000001,Shipped
170,11340,2023-08-31,34160.60999999999,Pending
171,6827,2023-10-02,5948.79,Delivered
172,26580,2023-04-30,23035.809999999998,Shipped
173,19523,2022-11-17,16636.54,Shipped
174,18848,2023-08-14,2952.0999999999995,Delivered
175,12727,2022-11-25,3790.39,Delivered
176,7435,2023-11-03,12315.14,Pending
177,21500,2023-03-06,8812.89,Pending
178,26945,2023-08-13,2151.88,Shipped
179,3885,2023-03-09,22184.379999999997,Pending
180,17475,2023-08-29,3829.2,Shipped
181,24809,2023-06-08,18862.41,Pending
182,28821,2023-05-25,16369.84,Shipped
183,4163,2023-04-29,7540.639999999999,Pending
184,15611,2023-04-05,31.08,Pending
185,8143,2023-07-19,2518.86,Shipped
186,23848,2022-12-19,18450.780000000002,Delivered
187,29872,2023-01-25,33328.5,Pending
188,6653,2022-12-04,24101.66,Shipped
189,22588,2023-09-19,4879.280000000001,Pending
190,19933,2023-04-12,24535.559999999998,Pending
191,5738,2023-08-22,21353.33,Shipped
192,12221,2023-10-24,18681.48,Delivered
193,19169,2023-05-22,9643.07,Shipped
194,9925,2023-06-28,14755.820000000002,Delivered
195,23255,2023-06-11,9083.42,Shipped
196,10901,2023-04-02,15000.56,Delivered
197,20544,2022-11-22,9079.89,Delivered
198,22101,2022-11-17,26472.370000000003,Shipped
199,21694,2023-03-11,2167.11,Delivered
200,21820,2023-04-12,7284.8,Shipped
201,657,2023-03-31,4925.12,Shipped
202,5306,2023-03-20,8807.82,Pending
203,21247,2022-12-08,21502.85,Delivered
204,1697,2023-05-10,26704.820000000003,Shipped
205,19694,2023-01-01,13588.09,Shipped
206,4137,2022-12-17,19678.17,Delivered
207,6643,2023-08-28,5654.200000000001,Pending
208,6077,2023-09-25,7752.579999999999,Shipped
209,29594,2023-08-10,1938.8500000000001,Shipped
210,4536,2023-06-09,22688.22,Pending
211,7916,2023-05-03,27346.190000000002,Pending
212,24531,2023-04-19,7968.5599999999995,Pending
213,22206,2022-11-20,22092.7,Pending
214,23263,2022-12-20,3018.57,Pending
215,19251,2023-01-28,21272.22,Pending
216,16855,2022-12-03,21742.239999999998,Pending
217,9098,2023-02-23,38250.60999999999,Pending
218,20069,2023-05-30,2257.17,Delivered
219,25206,2023-10-20,2429.28,Shipped
220,11800,2022-11-25,1046.6,Shipped
221,20045,2023-01-10,2707.25,Pending
222,5812,2023-10-10,21571.1,Pending
223,20778,2023-10-11,17870.51,Pending
224,18646,2023-01-02,13194.679999999998,Delivered
225,6107,2023-01-31,27365.519999999997,Shipped
226,10087,2022-12-08,2954.96,Pending
227,26787,2023-10-24,11125.380000000001,Pending
228,4510,2022-11-22,30365.380000000005,Delivered
229,20947,2023-08-27,42317.61,Pending
230,17321,2023-05-05,9542.46,Delivered
231,29880,2023-05-25,19894.69,Pending
232,16780,2023-02-17,4690.620000000001,Shipped
233,24548,2022-12-08,2356.55,Shipped
234,17594,2023-03-10,31680.63,Shipped
235,7069,2023-01-21,12225.86,Shipped
236,2995,2022-12-08,11342.88,Pending
237,18057,2023-10-03,27476.21,Delivered
238,29415,2023-06-25,29602.539999999997,Pending
239,5101,2023-06-16,12476.17,Shipped
240,14997,2023-05-12,21687.55,Delivered
241,11907,2023-03-21,18318.63,Shipped
242,27829,2023-07-02,12465.34,Delivered
243,6950,2023-06-03,442.98,Delivered
244,918,2023-04-01,16186.22,Delivered
245,23552,2023-08-18,11962.400000000001,Pending
246,27114,2023-02-23,24413.08,Shipped
247,19088,2023-01-10,16462.52,Shipped
248,23627,2022-12-07,32439.92,Pending
249,18456,2023-09-22,1163.82,Delivered
250,2454,2023-10-09,19003.13,Delivered
251,19524,2022-12-02,6238.009999999999,Shipped
252,15522,2023-09-05,662.96,Delivered
253,28317,2023-08-01,406.35,Pending
254,5213,2023-08-17,31.86,Pending
255,28512,2023-08-29,18940.64,Shipped
256,26806,2023-07-03,7364.780000000001,Pending
257,13304,2023-01-08,20536.22,Pending
258,20532,2023-10-22,20833.069999999996,Delivered
259,29031,2023-04-05,31981.79,Delivered
260,20924,2023-05-13,29162.41,Delivered
261,14744,2023-11-04,15794.179999999998,Shipped
262,10494,2022-11-13,18957.33,Delivered
263,2513,2023-09-11,1754.6799999999998,Pending
264,12211,2022-11-30,16721.9,Shipped
265,11270,2023-06-05,14949.880000000001,Shipped
266,3138,2023-06-03,6401.29,Pending
267,4323,2023-04-24,24995.81,Delivered
268,15840,2023-08-27,13140.52,Pending
269,6926,2023-06-19,17460.98,Pending
270,22399,2023-01-25,23474.430000000004,Shipped
271,28354,2023-06-14,30306.54,Pending
272,1052,2023-01-12,9021.81,Shipped
273,11249,2023-04-29,3706.61,Delivered
274,7909,2022-12-31,15230.400000000001,Delivered
275,23885,2023-10-17,17437.13,Shipped
276,24744,2023-07-16,3126.0,Delivered
277,24663,2023-04-08,5857.96,Shipped
278,11305,2023-08-27,25029.589999999997,Delivered
279,13901,2023-02-24,2636.62,Shipped
280,4142,2023-04-15,26257.25,Delivered
281,5506,2023-01-29,23573.690000000002,Delivered
282,4192,2023-07-25,13909.94,Shipped
283,7544,2023-10-29,22418.78,Pending
284,25880,2023-07-04,6726.79,Pending
285,23175,2023-01-29,26703.940000000002,Pending
286,10474,2023-05-12,18887.3,Shipped
287,18204,2023-04-09,25852.33,Pending
288,24350,2023-05-17,21086.29,Delivered
289,20571,2023-10-17,19361.440000000002,Shipped
290,12611,2023-03-05,8410.7,Shipped
291,10701,2023-04-09,9286.86,Pending
292,7697,2023-02-25,1564.76,Delivered
293,3159,2022-11-18,10715.179999999998,Shipped
294,10849,2023-01-13,15657.3,Delivered
295,17629,2023-02-04,41628.4,Shipped
296,17080,2022-11-22,13546.66,Pending
297,14936,2023-05-25,29227.76,Delivered
298,25636,2023-09-16,12167.34,Shipped
299,19294,2023-10-22,13583.140000000001,Shipped
300,26832,2023-03-29,19232.429999999997,Shipped
301,10692,2022-12-01,7638.870000000001,Pending
302,3093,2023-03-18,145.98,Delivered
303,23006,2023-08-14,7547.62,Delivered
304,3971,2022-12-05,33383.34,Pending
305,16598,2023-09-16,11198.68,Pending
306,20803,2023-01-02,2445.0,Pending
307,9661,2023-08-16,15536.43,Shipped
308,9150,2022-12-09,28302.03,Shipped
309,26960,2023-02-01,29830.35,Delivered
310,22205,2023-08-22,30451.550000000003,Pending
311,16451,2023-04-01,16928.469999999998,Delivered
312,6984,2023-06-10,8250.439999999999,Shipped
313,3669,2023-01-26,23210.44,Shipped
314,23323,2022-12-22,24084.17,Pending
315,26879,2023-10-09,9868.869999999999,Pending
316,8383,2023-06-28,18245.33,Pending
317,14618,2023-09-19,4637.88,Pending
318,20184,2023-09-28,18454.739999999998,Pending
319,13288,2022-12-22,26252.679999999997,Delivered
320,26370,2023-02-05,29126.23,Shipped
321,29951,2022-12-13,3906.2200000000003,Delivered
322,26790,2023-04-07,6463.620000000001,Shipped
323,1730,2022-12-14,4824.4,Delivered
324,19185,2023-03-25,2455.98,Shipped
325,3678,2023-07-12,16275.939999999999,Pending
326,7997,2023-06-17,37187.02,Delivered
327,13187,2023-07-15,14201.220000000001,Shipped
328,4851,2023-08-03,24859.19,Delivered
329,4154,2023-07-03,6996.88,Pending
330,2607,2023-02-26,9993.17,Delivered
331,24549,2023-04-30,32142.600000000002,Pending
332,10063,2023-06-19,2647.2,Delivered
333,12928,2023-08-03,10450.58,Pending
334,2992,2023-05-12,28514.989999999998,Shipped
335,13269,2023-08-30,9998.49,Pending
336,13236,2023-05-06,14934.980000000001,Shipped
337,13158,2023-06-23,14155.08,Delivered
338,6402,2023-04-12,21153.42,Shipped
339,22836,2023-07-12,26102.809999999998,Delivered
340,7344,2023-09-29,5254.76,Delivered
341,2719,2023-02-02,20565.22,Shipped
342,10275,2023-07-16,14709.720000000003,Shipped
343,1264,2023-04-04,21467.93,Pending
344,13181,2022-12-26,41833.049999999996,Shipped
345,13201,2023-07-08,8648.580000000002,Delivered
346,18669,2023-09-26,14842.689999999999,Pending
347,16116,2023-08-30,16495.04,Shipped
348,25011,2023-05-25,10938.82,Shipped
349,4588,2023-08-15,18851.54,Shipped
350,28464,2023-03-03,17279.22,Delivered
351,5515,2023-10-13,7324.7,Pending
352,8512,2023-05-06,290.15,Shipped
353,21753,2023-07-28,14332.260000000002,Delivered
354,21489,2023-11-05,10455.279999999999,Delivered
355,3638,2023-05-28,11342.0,Delivered
356,20181,2023-10-09,2199.39,Shipped
357,13642,2023-10-07,17012.26,Pending
358,22103,2023-07-12,37.76,Shipped
359,8643,2022-12-10,14204.070000000002,Shipped
360,25584,2023-03-17,2388.8,Pending
361,21071,2023-09-20,10063.07,Shipped
362,12147,2022-12-25,13097.15,Shipped
363,19365,2023-02-14,2054.09,Shipped
364,21976,2023-07-02,5495.2699999999995,Pending
365,20366,2023-07-31,1842.8400000000001,Pending
366,28326,2023-09-19,965.64,Shipped
367,21990,2023-06-30,13562.71,Delivered
368,6903,2022-12-31,8516.7,Shipped
369,28329,2023-10-21,8512.23,Pending
370,20792,2022-11-13,13699.15,Shipped
371,28048,2023-02-14,21197.780000000002,Delivered
372,14892,2023-09-12,35695.75,Shipped
373,1481,2023-01-21,32676.480000000003,Shipped
374,22910,2023-05-04,9241.76,Shipped
375,6947,2023-07-18,18857.079999999994,Pending
376,15751,2022-12-31,638.8,Pending
377,26791,2023-09-22,28812.06,Delivered
378,4346,2023-04-07,3013.89,Pending
379,10994,2023-03-19,21514.91,Delivered
380,15033,2023-10-01,27390.49,Shipped
381,26942,2023-05-23,5473.9400000000005,Delivered
382,3160,2023-10-04,2412.19,Shipped
383,1914,2023-08-22,21440.81,Shipped
384,12227,2023-04-20,20534.38,Pending
385,10636,2022-12-11,22726.13,Shipped
386,894,2023-06-10,21435.949999999997,Delivered
387,22091,2023-03-16,611.74,Shipped
388,26370,2023-01-31,3645.65,Shipped
389,23866,2023-08-26,25925.840000000004,Delivered
390,18032,2023-10-18,11647.539999999999,Pending
391,10348,2023-02-27,33727.6,Shipped
392,5910,2023-09-08,1655.7,Delivered
393,2951,2023-05-31,43357.840000000004,Delivered
394,1677,2023-11-07,7791.21,Pending
395,26056,2023-01-31,27196.490000000005,Shipped
396,18689,2023-10-06,9090.25,Pending
397,25720,2023-09-30,10365.4,Pending
398,12969,2023-05-19,28416.469999999998,Delivered
399,28330,2023-09-01,4791.04,Pending
400,27792,2022-12-04,23054.1,Delivered
401,345,2022-11-26,24596.24,Delivered
402,20901,2023-07-03,12634.45,Pending
403,27466,2022-11-18,2252.97,Delivered
404,23661,2023-08-11,16617.579999999998,Shipped
405,29023,2023-02-01,35098.04,Delivered
406,20638,2023-04-27,2433.0,Delivered
407,9558,2023-09-28,6561.09,Shipped
408,26589,2023-07-04,33753.409999999996,Shipped
409,28980,2023-01-20,18848.52,Delivered
410,13046,2023-08-03,4625.71,Delivered
411,28972,2023-03-28,8756.19,Delivered
412,22534,2023-10-10,1585.54,Shipped
413,23690,2023-01-02,24288.09,Pending
414,29969,2023-07-05,4658.25,Pending
415,9562,2022-11-28,11965.059999999998,Shipped
416,23420,2023-03-31,2584.55,Shipped
417,15655,2023-06-25,1913.44,Shipped
418,27452,2023-10-02,256.08,Pending
419,6728,2023-01-05,10284.830000000002,Pending
420,13952,2022-12-05,14731.03,Delivered
421,4090,2023-05-10,4037.3399999999997,Delivered
422,5173,2022-12-01,21189.63,Shipped
423,16569,2023-10-16,8682.6,Delivered
424,18335,2023-06-21,17022.99,Shipped
425,20912,2023-01-15,1778.7,Shipped
426,25569,2023-10-05,6511.110000000001,Delivered
427,21149,2022-12-08,19972.87,Shipped
428,24854,2023-03-11,7008.97,Delivered
429,24314,2023-05-03,10367.92,Pending
430,13598,2023-03-24,19930.29,Pending
431,4686,2022-11-19,9510.52,Delivered
432,16601,2023-04-02,37577.77,Shipped
433,7632,2023-09-15,3961.3,Delivered
434,20008,2023-10-24,1212.54,Delivered
435,12996,2023-06-29,20783.33,Delivered
436,12265,2023-05-19,13602.92,Shipped
437,22427,2023-04-02,22589.11,Shipped
438,1598,2023-03-24,10388.51,Delivered
439,73,2023-02-16,9611.449999999999,Shipped
440,25001,2023-03-03,13493.53,Delivered
441,20178,2023-04-05,12704.779999999999,Shipped
442,24446,2023-01-28,23129.58,Pending
443,21068,2023-04-20,19090.729999999996,Shipped
444,10992,2023-10-01,15279.169999999998,Delivered
445,11861,2023-02-22,30329.690000000002,Delivered
446,757,2023-04-22,12908.920000000002,Delivered
447,1235,2023-10-08,10050.58,Pending
448,24894,2023-08-03,25399.2,Pending
449,7345,2023-04-24,5190.56,Shipped
450,29093,2023-10-19,31716.560000000005,Pending
451,16458,2023-07-19,16002.199999999999,Pending
452,14457,2023-02-16,8641.2,Shipped
453,16074,2023-07-13,9739.79,Delivered
454,23439,2023-03-24,24602.530000000002,Pending
455,19986,2023-03-01,6880.88,Pending
456,17829,2023-04-16,8070.139999999999,Pending
457,15775,2023-05-14,14882.55,Pending
458,17244,2023-05-16,8456.650000000001,Delivered
459,21066,2023-04-05,8102.57,Shipped
460,25810,2023-10-13,15145.720000000001,Pending
461,4753,2023-06-21,6868.06,Shipped
462,16457,2022-12-04,25686.35,Pending
463,5022,2023-01-27,5679.22,Pending
464,9035,2023-03-31,8971.65,Pending
465,9377,2023-06-28,9981.2,Shipped
466,23538,2023-04-10,1314.66,Shipped
467,29690,2023-06-13,21134.2,Pending
468,20644,2023-01-05,6015.200000000001,Shipped
469,9052,2023-02-18,14162.94,Delivered
470,21621,2023-10-15,8527.710000000001,Shipped
471,14813,2022-12-22,37196.159999999996,Pending
472,26967,2023-10-24,20103.72,Delivered
473,6332,2023-01-17,17906.26,Pending
474,17947,2023-07-02,21089.429999999997,Shipped
475,24722,2023-02-12,6754.880000000001,Delivered
476,24650,2023-05-06,18582.510000000002,Delivered
477,2279,2023-07-30,9529.48,Pending
478,19322,2023-01-18,1776.7,Delivered
479,6453,2023-08-17,17251.57,Shipped
480,727,2023-09-26,18616.34,Shipped
481,24238,2023-06-20,5926.0,Delivered
482,27147,2022-12-17,21315.449999999997,Shipped
483,2625,2022-12-26,17012.78,Delivered
484,27331,2023-01-01,8256.82,Shipped
485,25484,2023-05-17,19103.430000000004,Shipped
486,13342,2023-04-20,6014.24,Delivered
487,28119,2023-11-04,20470.74,Delivered
488,21448,2023-06-06,20353.38,Pending
489,13177,2023-03-22,30740.649999999998,Shipped
490,9514,2023-11-01,24223.699999999997,Delivered
491,26432,2023-11-01,6678.08,Pending
492,25140,2023-03-21,17686.34,Pending
493,4903,2023-02-24,1411.35,Delivered
494,8534,2023-07-02,26534.149999999994,Shipped
495,26640,2023-04-23,17313.83,Pending
496,9395,2023-04-28,6226.64,Pending
497,11326,2023-08-04,3722.4,Delivered
498,5561,2023-11-04,22838.22,Delivered
499,24091,2023-10-10,21875.350000000002,Delivered
500,3590,2023-03-17,27465.86,Shipped
501,2125,2023-02-25,16605.54,Shipped
502,27882,2023-05-01,20562.65,Delivered
503,7407,2022-12-12,8674.25,Delivered
504,18090,2023-06-15,31490.96,Shipped
505,18223,2023-08-17,7348.67,Pending
506,21458,2023-09-23,27192.060000000005,Shipped
507,12922,2023-07-04,23037.39,Delivered
508,4073,2023-09-29,19383.859999999997,Pending
509,20396,2023-01-12,3021.45,Delivered
510,11293,2023-03-30,16203.440000000002,Shipped
511,1646,2023-08-22,4711.05,Delivered
512,24045,2023-01-19,15148.810000000001,Delivered
513,23275,2023-07-31,7901.320000000001,Shipped
514,27991,2023-02-10,9429.4,Shipped
515,7483,2023-08-27,26224.030000000002,Shipped
516,5421,2023-02-13,18604.42,Delivered
517,1069,2023-07-11,28125.92,Delivered
518,5707,2023-10-24,19382.81,Delivered
519,29930,2023-06-06,7670.8,Pending
520,4848,2023-05-26,1613.04,Delivered
521,3199,2023-08-16,4523.4,Delivered
522,28891,2023-08-25,1378.26,Shipped
523,2299,2023-04-02,30044.88,Delivered
524,15516,2022-12-24,26000.4,Shipped
525,6577,2023-07-23,9898.17,Shipped
526,18049,2023-08-09,30004.9,Shipped
527,14079,2023-08-24,24193.469999999998,Shipped
528,28155,2023-08-30,16678.39,Pending
529,14764,2023-02-09,20284.350000000002,Shipped
530,13569,2022-11-20,12828.189999999999,Pending
531,23255,2023-04-25,2402.9,Delivered
532,24926,2023-02-25,15799.03,Delivered
533,5069,2023-01-23,14877.49,Shipped
534,2494,2023-05-09,1424.77,Shipped
535,2123,2023-07-02,5106.7,Shipped
536,23414,2023-06-18,8254.630000000001,Shipped
537,12567,2023-07-31,4619.34,Pending
538,20495,2022-12-30,14162.599999999999,Pending
539,23843,2023-02-02,19505.519999999997,Delivered
540,1848,2023-04-15,13398.25,Shipped
541,13409,2023-06-03,14079.09,Shipped
542,25286,2022-12-26,20357.24,Delivered
543,16442,2023-10-22,1980.88,Shipped
544,27799,2023-05-04,27153.129999999997,Pending
545,14393,2022-11-30,21230.329999999998,Shipped
546,27998,2022-11-15,30850.730000000003,Shipped
547,10367,2023-02-28,8442.81,Delivered
548,27241,2023-04-22,5544.740000000001,Shipped
549,22734,2022-12-20,3569.2200000000003,Pending
550,498,2023-02-06,5096.89,Pending
551,22065,2023-03-11,13140.019999999999,Pending
552,9654,2023-01-30,22959.410000000003,Delivered
553,19807,2023-09-03,49148.19,Pending
554,29597,2022-11-19,2757.96,Delivered
555,131,2023-04-07,7670.41,Pending
556,27044,2023-01-14,16526.780000000002,Delivered
557,18292,2023-02-19,2263.17,Shipped
558,23053,2022-12-25,4508.7,Delivered
559,26436,2023-02-23,1313.36,Delivered
560,19339,2022-12-27,6755.3,Shipped
561,6100,2022-11-25,3775.29,Pending
562,9474,2023-04-07,25065.39,Shipped
563,26050,2022-12-01,6247.329999999999,Shipped
564,3856,2023-01-14,19700.08,Pending
565,11755,2023-06-19,28963.18,Shipped
566,19977,2023-01-27,1744.23,Pending
567,13254,2023-06-25,29594.03,Pending
568,15047,2023-04-09,9643.15,Delivered
569,13648,2023-02-17,22051.480000000003,Pending
570,21564,2023-01-09,11354.800000000001,Shipped
571,16712,2023-03-19,21612.67,Delivered
572,27411,2023-02-14,14104.75,Delivered
573,4202,2023-07-01,22005.82,Shipped
574,23667,2023-10-02,6202.66,Delivered
575,11918,2023-09-28,19078.57,Delivered
576,20495,2023-06-22,7200.5,Delivered
577,17654,2023-05-31,5097.68,Shipped
578,18829,2023-10-12,24353.300000000003,Delivered
579,1651,2023-01-14,11330.109999999999,Pending
580,29454,2023-10-06,26451.25,Pending
581,5040,2023-02-19,18976.88,Delivered
582,13745,2023-03-05,7332.88,Delivered
583,7083,2023-05-26,31012.059999999998,Pending
584,4223,2023-07-30,43075.7,Pending
585,11557,2023-01-17,24569.980000000003,Delivered
586,11230,2023-02-28,1335.66,Shipped
587,4205,2023-07-21,7589.110000000001,Delivered
588,6882,2023-02-24,6423.24,Shipped
589,3223,2023-10-10,35409.15,Shipped
590,836,2023-10-27,20667.43,Pending
591,23390,2023-03-19,1331.22,Shipped
592,7866,2023-01-29,2151.68,Delivered
593,6989,2023-07-25,24503.980000000003,Shipped
594,23425,2023-04-17,20620.97,Shipped
595,19995,2023-04-27,12988.36,Shipped
596,3232,2023-09-19,6900.78,Delivered
597,5572,2023-07-22,4942.9,Pending
598,1280,2023-06-29,3920.1099999999997,Shipped
599,5789,2023-07-04,12850.300000000001,Pending
600,1844,2023-09-25,10855.960000000001,Pending
601,26509,2023-05-11,34369.18,Shipped
602,11676,2023-04-20,2630.1099999999997,Pending
603,3809,2023-04-28,12942.96,Delivered
604,22551,2023-09-30,19558.26,Delivered
605,17915,2023-08-25,28745.64,Pending
606,23635,2023-09-17,8137.500000000001,Shipped
607,17010,2023-02-13,33713.17,Shipped
608,25541,2023-08-17,16946.76,Shipped
609,17295,2023-04-26,10461.210000000001,Shipped
610,22439,2023-08-26,37738.92999999999,Delivered
611,600,2023-01-13,31189.780000000002,Delivered
612,13284,2023-05-26,12645.93,Delivered
613,23862,2023-03-02,22654.520000000004,Shipped
614,18128,2022-11-24,29905.079999999998,Pending
615,18969,2023-10-26,23551.84,Shipped
616,26579,2023-09-04,16694.32,Shipped
