OrderID,ProductID,Quantity,PricePerUnit
25,2295,5,190.17
25,4501,6,489.0
25,7458,2,978.45
25,6818,1,360.83
25,5408,5,825.47
26,6445,8,950.49
26,6880,9,617.04
26,1410,4,381.47
26,6293,8,529.89
26,6928,3,93.15
26,1845,2,945.0
26,7436,6,634.27
27,6214,10,894.57
27,2520,9,551.52
27,7659,1,622.06
27,4316,9,345.28
27,8102,10,879.71
28,1303,8,675.93
28,9776,10,645.45
28,2403,2,105.18
28,6016,9,734.05
28,2355,4,454.14
28,8414,2,348.62
29,1096,10,150.45
29,2945,3,725.01
29,4251,8,733.73
29,8458,5,810.52
29,2987,2,505.12
29,2915,3,119.38
29,7673,10,365.76
29,8784,2,595.37
29,4580,9,615.94
29,8631,10,563.08
30,893,9,228.39
30,4902,8,279.19
30,4232,10,735.14
30,5076,5,186.16
30,5074,4,434.52
31,5106,10,104.68
31,9628,8,238.41
31,6135,1,59.16
31,6619,3,673.32
31,2397,10,102.3
31,9624,8,834.39
31,2247,6,839.75
31,657,8,478.41
31,8546,10,423.14
32,3648,3,294.24
32,8406,9,426.62
32,5835,6,127.25
33,3524,4,96.39
33,8061,1,941.02
33,894,5,358.97
33,8392,10,645.97
34,2576,6,314.06
34,2508,10,856.33
34,4057,1,940.47
34,7633,4,217.02
34,6583,6,390.15
34,4708,4,47.86
34,2552,6,370.39
35,8476,7,615.03
35,7223,1,853.89
35,5973,6,781.37
35,836,5,667.71
35,620,5,973.29
35,8157,7,305.18
36,1878,5,608.96
36,6633,8,11.83
36,6595,10,507.4
37,8632,1,120.93
37,7209,1,846.8
37,3711,7,768.03
37,723,10,356.48
37,1703,8,351.74
38,1466,6,39.09
38,3129,3,385.99
38,9970,8,848.04
38,8489,8,445.83
38,6163,9,182.3
38,3318,2,133.41
39,4090,5,886.69
39,5527,7,204.03
39,4501,8,489.0
40,5490,1,887.54
41,3192,10,287.83
41,8503,1,718.88
41,7970,8,397.79
41,7258,7,910.67
41,4378,10,508.13
41,7283,7,840.73
41,6944,1,788.35
41,3306,9,723.83
41,9083,9,874.22
42,7676,7,184.35
42,1885,6,691.35
42,8111,9,108.35
42,4401,4,783.15
42,5575,6,713.97
42,7276,3,973.6
42,9847,8,539.84
42,3175,5,50.02
43,814,2,820.71
43,7394,8,656.32
43,6288,4,882.28
44,6248,8,516.67
44,8101,4,542.11
44,2657,9,323.96
44,4966,3,267.35
45,7079,4,890.25
45,2490,3,977.41
46,2705,5,203.38
46,8517,2,3.28
46,5015,4,76.95
46,5780,4,35.19
46,810,3,328.41
46,5789,4,81.27
46,8584,6,400.07
46,6638,1,132.24
46,2444,6,609.04
46,3353,6,931.61
47,8473,3,437.93
48,8790,4,603.74
48,2367,10,975.14
48,4247,6,920.23
48,805,3,807.22
48,8081,6,342.39
48,7479,8,614.53
48,9575,2,336.34
48,8964,6,414.42
48,2071,1,33.06
48,3710,4,151.09
49,8463,10,869.3
49,6812,10,46.35
49,4400,10,866.11
49,2365,7,234.86
50,2655,7,226.86
50,2321,5,79.84
50,4642,9,704.45
50,9111,4,593.89
50,9792,10,115.16
50,1470,4,717.98
50,2471,10,900.22
50,6147,4,766.97
51,1877,4,872.14
51,13,9,159.25
51,1003,10,616.91
51,2352,2,892.59
51,333,10,510.81
51,3150,4,373.28
51,9316,1,12.74
51,4720,1,831.15
52,1189,1,20.93
52,9386,8,314.6
52,4057,2,940.47
52,464,9,618.59
52,8217,5,528.51
52,6862,6,155.85
53,9975,3,372.77
53,7556,3,275.05
53,8464,5,72.34
53,8995,7,46.92
53,6961,7,296.18
53,402,9,781.2
53,9811,2,821.55
53,1498,4,347.43
54,6853,6,62.77
54,1983,4,135.57
54,7314,10,989.75
54,80,4,844.16
55,9758,3,28.15
55,9132,1,278.6
55,4924,8,212.1
55,3635,7,752.95
55,9334,7,239.65
56,4528,4,220.13
56,5439,1,628.1
56,5276,3,823.55
56,147,10,978.22
57,5383,8,625.74
57,2861,6,413.43
57,7333,9,788.35
57,6057,5,335.79
57,6113,1,433.3
57,8611,3,288.49
57,8720,2,620.8
57,9095,2,321.8
57,870,8,700.67
58,9843,1,47.04
58,6155,8,984.13
58,5580,5,944.48
58,6964,9,64.0
58,3363,9,17.2
58,6788,1,922.66
58,9455,1,157.52
59,1656,4,157.33
59,397,1,61.16
59,6130,7,642.19
60,9497,10,148.11
60,1384,6,79.83
60,3116,5,972.86
60,6774,8,785.87
60,6996,5,611.69
60,3493,2,245.0
60,8603,5,37.05
61,1819,4,401.21
61,9611,3,509.81
61,1618,4,625.61
61,759,9,956.63
61,4950,3,980.27
61,90,2,253.92
62,1347,3,848.92
62,8288,6,203.36
62,2012,8,153.74
62,3062,3,925.86
62,8508,4,813.13
62,9866,2,59.13
62,4112,3,896.6
62,1186,7,381.19
62,1924,5,15.88
62,3646,10,164.14
63,9152,10,506.78
63,786,3,61.03
63,1075,3,587.14
64,8087,3,401.47
64,5776,1,963.94
64,8613,10,941.46
64,7171,5,386.41
64,5594,8,890.46
65,4849,5,235.26
65,4892,9,478.59
66,3900,10,936.36
66,5546,9,838.29
66,3289,6,501.42
66,749,9,58.34
67,3434,10,289.82
67,7100,3,931.3
67,6494,9,708.47
67,8259,2,920.23
67,7694,6,626.36
67,8549,4,173.42
67,1404,9,743.5
67,4544,4,792.05
67,5598,1,546.35
67,1371,7,478.64
68,5482,1,323.98
68,7261,2,220.16
69,7415,5,9.57
69,6947,10,904.38
69,439,3,827.33
69,1438,9,738.16
69,2998,1,749.46
69,2675,10,355.17
70,9440,4,720.26
70,6198,6,172.22
70,315,3,90.14
70,1750,4,96.46
70,4146,6,631.15
70,1257,4,996.46
70,5691,9,172.64
70,4953,9,690.76
70,7122,3,929.72
71,7194,10,604.0
71,432,9,11.81
72,2539,9,153.86
72,5263,7,54.46
72,4918,3,214.28
72,635,10,554.41
72,9321,9,549.21
72,1875,7,435.72
73,4627,4,807.75
73,5196,3,222.33
73,6929,1,318.3
73,4483,5,531.07
74,9713,2,882.54
74,8493,9,474.04
74,40,10,476.07
74,58,7,78.92
74,407,1,39.48
75,2289,9,299.24
76,1523,6,881.61
76,2144,7,136.71
76,3328,9,144.93
76,837,9,149.67
76,6955,2,534.46
77,5419,1,3.54
77,2751,1,625.56
77,5744,9,482.51
78,881,2,980.94
78,5139,5,536.15
78,9862,8,830.79
78,332,9,181.56
78,8307,10,135.68
79,7859,3,737.19
79,6482,3,422.26
80,7184,7,99.89
80,2312,10,86.48
81,9367,3,234.34
81,2773,2,902.27
82,3167,2,142.25
82,69,6,470.25
82,8030,6,577.99
82,6221,4,811.3
82,669,1,159.2
83,4315,7,667.17
83,5195,6,114.88
83,1436,7,709.18
83,4282,10,909.17
83,4056,2,928.06
83,2052,3,851.67
83,7270,1,641.99
83,7642,2,806.18
83,6830,8,286.32
83,2549,3,679.54
84,890,6,633.67
84,5213,5,767.41
84,5970,5,854.84
85,5237,6,897.15
85,7088,2,420.03
85,747,5,897.89
85,5548,3,257.0
85,3576,9,177.95
85,9058,5,38.64
85,4853,2,362.46
86,5045,7,440.23
86,1823,8,422.18
86,9168,8,85.84
86,5612,5,969.12
87,583,2,782.27
88,8480,3,925.4
89,918,9,216.2
89,9952,5,233.04
89,6299,7,762.21
89,8267,9,436.59
89,6468,4,670.94
90,14,7,45.29
90,173,1,653.84
90,5763,10,828.04
90,6567,7,698.43
90,4699,1,379.6
90,5344,10,615.03
91,6405,1,751.86
91,6113,6,433.3
91,1451,6,787.63
92,8613,7,941.46
92,1975,5,760.04
92,7446,7,556.46
92,6334,3,717.34
93,2135,4,155.84
93,7838,8,938.39
93,9626,4,850.4
93,4607,9,813.79
93,3385,6,552.26
94,4080,3,873.59
94,6687,2,660.97
94,2653,2,727.64
94,7816,3,315.82
94,7414,2,764.55
94,8705,6,353.35
94,1843,8,714.81
94,9009,1,417.13
94,3126,6,772.87
94,7262,10,449.58
95,7987,5,363.62
95,8884,3,893.4
95,2657,6,323.96
95,3499,6,342.5
96,4866,6,180.26
96,7987,2,363.62
96,4529,3,972.33
96,4559,5,625.05
96,9217,4,363.34
96,95,7,958.0
96,4148,8,116.7
96,1880,3,796.39
96,7257,2,203.88
96,8108,10,376.59
97,526,2,792.98
97,2752,1,18.08
97,9767,9,231.2
98,8833,7,598.8
98,3768,3,964.36
98,8008,7,51.71
98,5107,1,400.06
99,9021,5,732.06
99,9707,5,567.82
99,3974,4,692.18
99,8694,3,53.6
99,9014,3,313.2
99,9143,6,510.18
99,9299,9,986.85
100,1428,1,687.84
100,1157,7,457.27
100,3927,3,94.58
100,8714,1,246.95
100,33,5,919.5
100,5583,7,307.84
100,5460,6,329.94
100,4021,5,56.28
100,556,7,390.4
100,3381,9,635.46
101,6007,2,375.47
101,125,2,653.38
101,5586,10,507.85
101,5704,3,128.84
101,4722,1,280.2
102,1863,10,430.77
102,3988,3,185.49
103,639,9,900.67
103,1180,5,937.02
103,915,6,487.74
104,6061,10,62.44
104,7294,5,179.15
104,2642,7,556.41
104,2442,1,217.4
104,9159,1,246.52
104,1124,9,195.92
104,7976,5,602.85
104,8919,7,212.86
104,6951,7,520.1
104,7949,1,944.79
105,8369,8,290.17
105,3230,6,856.47
105,6102,5,112.66
105,651,7,824.02
105,4390,5,429.48
105,6391,2,318.64
106,5855,3,894.31
106,8916,7,730.51
106,3168,3,313.06
107,4598,9,90.95
107,9621,1,434.05
107,9590,5,368.15
107,7776,8,691.83
107,4984,2,611.32
107,1171,5,36.74
107,988,8,615.12
107,3737,6,190.51
108,4114,8,326.19
108,5156,7,441.01
108,811,6,491.28
108,7964,7,320.15
108,619,6,841.65
108,8106,5,916.78
108,4149,7,707.52
108,1338,9,947.59
109,2061,6,755.44
109,7704,5,511.27
109,7712,4,895.82
110,3194,9,585.24
110,5900,4,807.21
110,2805,5,101.61
111,5464,3,960.92
111,1235,7,721.74
112,8182,10,141.05
112,36,5,262.81
112,7574,2,791.36
112,8725,3,429.68
112,2124,3,282.77
112,1024,3,75.49
112,8826,10,906.49
112,3636,3,891.58
112,3411,10,930.54
113,4758,4,599.38
113,6236,5,973.35
114,4333,7,299.64
114,8374,3,497.49
114,8848,5,850.03
115,8912,2,436.55
115,2110,2,203.48
115,2327,5,173.11
116,5791,10,83.64
116,9665,10,172.06
116,6005,7,425.47
116,1312,2,257.28
116,8397,8,889.7
116,7939,8,934.53
117,2406,10,220.42
117,8524,10,587.54
117,270,6,988.63
118,705,2,77.9
118,163,7,626.57
118,6467,1,448.86
118,3228,6,402.98
118,8921,9,703.69
118,7834,10,531.2
118,2692,4,628.23
119,6863,7,613.52
119,9268,8,266.42
119,4968,9,244.31
119,8522,1,108.37
119,9976,9,201.76
120,5088,9,405.32
120,378,4,310.1
120,1436,10,709.18
120,5248,7,779.72
120,895,8,1.27
121,3657,4,732.47
121,9777,4,790.94
121,7823,10,94.6
122,2410,3,302.48
122,9456,5,150.57
122,6914,8,238.82
123,5995,1,983.88
123,7475,10,998.34
123,3069,7,631.5
123,584,3,602.46
123,6871,3,175.92
123,4956,6,620.16
123,9980,1,781.31
123,1318,3,459.14
123,4626,1,353.89
123,2960,3,790.05
124,7969,7,12.17
124,1762,10,859.23
124,4865,10,272.69
124,2650,9,149.17
124,9293,9,429.17
124,5850,2,813.7
124,7480,1,415.01
125,9064,10,4.86
125,8663,9,511.56
125,8255,6,817.07
125,5552,6,139.31
125,9769,3,762.77
125,4011,5,63.17
126,5701,5,133.83
126,2239,3,26.25
126,8814,1,492.07
126,4425,5,200.17
126,4112,4,896.6
126,4993,3,119.09
126,1107,6,367.86
126,6130,9,642.19
127,4415,4,522.1
127,2272,8,223.02
127,5744,5,482.51
127,7553,5,361.01
128,4360,9,710.41
128,9932,3,635.4
128,646,7,986.59
128,8923,4,529.74
128,6358,7,872.11
128,5039,6,219.5
128,7454,9,826.25
128,6322,6,654.26
129,9061,3,657.83
129,7904,7,108.06
130,9380,7,316.66
130,3627,4,290.88
130,9704,9,479.74
130,5574,5,914.92
130,9604,7,538.2
130,6025,2,760.77
130,6493,4,182.55
130,5243,6,969.44
130,8260,4,980.73
131,1301,10,164.42
131,268,1,906.02
131,4463,3,44.83
131,8892,8,924.44
131,7190,10,926.14
132,3719,7,402.33
132,513,7,214.81
132,6247,4,35.76
132,679,7,550.18
132,8179,8,843.88
132,8587,9,317.31
132,6455,3,694.66
132,240,6,692.98
132,3432,6,792.65
133,1576,6,57.74
133,2473,7,691.23
133,5733,9,242.01
133,863,3,293.97
133,6794,6,478.12
133,7640,8,972.84
133,6767,1,352.6
133,8734,3,625.53
133,5441,4,365.06
134,5244,9,625.93
134,5968,3,915.46
134,723,10,356.48
134,4784,7,569.81
134,1179,8,609.0
135,8214,7,255.19
135,3720,3,176.98
135,3738,3,646.15
135,6161,7,503.17
136,6841,7,451.46
136,86,10,965.32
136,3287,8,125.4
137,7314,10,989.75
137,9636,2,674.72
137,762,5,302.62
137,3019,4,716.91
137,6176,4,834.52
137,1975,6,760.04
137,613,7,636.62
138,886,2,279.23
138,5858,2,762.37
138,632,1,272.35
138,9743,6,581.31
138,6805,5,766.55
138,8638,2,300.97
138,5493,3,165.84
138,713,4,283.11
138,1679,3,866.58
138,6151,9,901.19
139,3625,1,365.28
139,9288,3,34.2
139,9288,6,34.2
140,4879,1,69.34
140,9704,9,479.74
140,1112,1,885.11
140,9912,9,307.45
141,6887,1,888.08
141,7519,4,979.08
141,722,8,919.1
141,3384,1,852.99
141,7149,4,628.9
141,4969,10,894.54
141,2674,6,543.74
142,4035,4,44.04
142,1837,7,175.72
142,1852,10,386.84
142,5214,7,812.19
142,97,8,825.34
142,7040,10,120.99
142,4884,10,371.4
142,6994,4,770.88
143,1374,1,798.37
143,6367,2,517.8
143,2452,10,346.13
144,6456,1,411.13
144,5162,2,650.27
144,4592,2,674.01
144,9946,7,95.86
144,3147,7,65.11
145,6146,10,310.74
145,9195,4,452.88
145,9633,10,32.57
145,6637,9,977.26
145,585,9,106.9
145,646,6,986.59
145,4483,7,531.07
145,8167,10,606.37
145,3368,9,507.04
145,9129,1,803.04
146,1492,3,725.28
146,8552,1,775.31
146,2605,2,980.38
147,9553,7,279.41
147,1078,9,128.58
147,5416,1,771.43
147,5489,10,799.45
147,1861,2,707.72
147,6933,8,906.96
148,5177,4,118.57
148,4070,10,200.83
148,962,10,866.37
148,5528,8,841.54
148,6766,9,485.98
148,8420,2,983.6
148,8046,7,951.85
149,995,9,553.22
149,228,3,465.84
149,9160,6,243.01
149,8760,7,386.47
150,7536,6,516.91
150,5096,7,135.07
150,2643,7,88.5
150,8615,2,238.36
150,1687,3,812.49
150,8512,7,169.76
150,4967,8,738.27
150,3748,2,11.17
150,2253,3,572.43
151,3365,4,806.7
151,6516,6,390.29
151,3970,3,617.78
151,4035,10,44.04
151,6292,5,212.98
151,7575,4,862.74
151,510,7,259.87
151,3834,7,749.3
151,9865,9,507.21
152,1754,4,717.51
152,878,5,642.66
152,4010,4,942.34
153,5206,9,726.54
153,4737,10,793.81
153,1465,7,808.3
153,5369,1,616.42
153,8402,10,640.63
153,2691,3,859.05
153,5281,3,876.78
153,6368,4,722.84
153,2408,3,789.49
154,8875,1,556.98
154,5559,4,603.36
154,9405,3,869.95
154,6037,2,868.82
154,3380,4,765.79
154,1493,1,683.98
154,3352,9,261.16
155,7891,2,427.86
155,2392,4,506.36
155,3947,10,377.7
155,7884,9,562.35
155,7166,6,290.11
155,6337,4,539.87
155,8412,4,660.29
155,5001,7,469.31
155,8858,5,610.95
155,2308,2,924.4
156,5158,6,139.29
156,8217,4,528.51
156,2942,6,709.82
156,2110,9,203.48
156,7353,5,80.53
156,6084,6,608.77
157,5525,7,245.75
158,4406,8,878.91
159,1782,6,401.63
159,8019,5,87.2
159,4564,10,325.88
159,9662,10,539.73
159,5816,9,358.02
159,5906,1,548.99
159,9641,2,747.73
159,8522,6,108.37
159,3599,6,379.19
160,6790,6,205.62
160,2693,9,539.31
161,6876,2,162.16
161,7115,9,52.61
161,8461,2,233.85
161,3900,8,936.36
161,7078,3,467.39
162,7168,7,695.48
162,3306,1,723.83
162,1666,9,711.35
162,1930,10,196.54
162,8888,8,530.28
162,8544,9,935.18
162,3928,5,579.24
162,2783,9,121.89
162,7672,1,205.7
162,2715,1,677.73
163,8491,9,201.4
164,7892,5,414.73
164,5541,2,193.7
165,7677,9,468.4
165,2952,8,111.49
165,1247,3,198.32
166,1873,6,982.96
166,3749,8,538.92
167,1703,7,351.74
167,2575,1,887.66
167,9879,1,587.74
168,1194,6,120.12
168,7550,6,18.74
168,9831,6,482.58
168,5099,6,594.82
168,9949,4,670.77
168,4285,9,58.15
168,7246,9,527.0
168,2915,1,119.38
169,4965,10,176.63
169,6749,7,118.34
169,6548,7,957.14
169,8936,3,202.18
169,9877,5,948.52
170,6492,9,339.95
170,6439,9,618.46
170,2433,8,820.4
170,5063,9,605.38
170,3696,7,509.24
170,2636,3,876.03
170,5245,1,863.16
170,9104,5,999.01
170,5958,2,198.65
170,9573,6,179.17
171,9276,6,887.0
171,1519,1,626.79
172,9690,10,171.97
172,2001,9,884.7
172,7270,9,641.99
172,8448,10,757.59
173,4496,4,495.64
173,2688,1,426.47
173,2628,9,672.39
173,2999,7,67.32
173,9102,5,867.8
173,1709,6,560.96
174,3372,1,809.88
174,5945,3,343.99
174,4428,1,610.05
174,3175,10,50.02
175,9567,3,211.59
175,5743,1,810.25
175,3750,3,781.79
176,582,9,551.27
176,3888,7,939.57
176,4827,1,776.72
177,8920,9,979.21
178,7581,4,3.41
178,4652,2,854.28
178,9006,2,214.84
179,8600,4,51.92
179,1654,9,155.68
179,9842,3,342.15
179,4232,3,735.14
179,610,6,728.79
179,4337,8,665.84
179,3288,7,69.53
179,9512,5,838.06
179,2694,4,741.81
180,4840,10,382.92
181,2928,3,673.34
181,7579,7,673.7
181,1600,5,695.57
181,6276,9,960.96
182,8109,8,260.12
182,3974,2,692.18
182,8137,5,884.22
182,7069,1,164.92
182,9487,2,418.91
182,6125,6,501.75
182,6911,6,745.03
183,63,7,740.39
183,765,4,30.59
183,3490,7,237.79
183,430,3,181.14
183,8039,6,4.6
184,2111,1,31.08
185,1215,6,419.81
186,6875,1,193.86
186,7142,6,117.93
186,3033,6,533.16
186,5326,4,35.66
186,2969,3,697.14
186,2931,10,576.39
186,4394,7,588.31
186,6617,1,32.43
186,7559,3,103.16
186,7357,3,630.78
187,5533,1,512.79
187,493,6,544.61
187,7531,8,303.32
187,870,8,700.67
187,1310,10,706.51
187,1093,9,842.58
187,295,3,241.23
187,3322,7,596.6
187,6918,2,983.96
188,546,7,349.54
188,9228,6,181.93
188,8676,4,554.04
188,4550,7,72.31
188,9636,3,674.72
188,4659,9,209.06
188,2185,7,664.75
188,3187,9,697.1
188,3791,4,752.03
189,3425,6,442.65
189,4546,5,399.04
189,1728,6,38.03
190,6681,1,470.22
190,8167,6,606.37
190,4235,5,63.54
190,4060,7,515.0
190,4120,8,427.92
190,4216,6,681.6
190,1664,7,728.33
190,4854,7,102.56
190,6607,7,360.48
190,4357,3,217.29
191,1973,3,93.4
191,9353,8,32.47
191,5708,3,713.41
191,3871,7,776.01
191,5747,4,761.09
191,6661,8,227.16
191,6291,5,184.17
191,1142,6,685.57
191,298,1,950.66
191,554,5,478.9
192,6738,1,507.33
192,3909,10,4.29
192,1338,2,947.59
192,1105,8,10.31
192,1874,7,188.76
192,5211,7,748.59
192,5178,9,535.24
192,2089,6,309.91
192,292,1,284.2
192,9061,4,657.83
193,4414,4,328.96
193,3741,1,21.93
193,4385,2,901.63
193,863,5,293.97
193,2094,7,135.09
193,6479,5,752.74
193,265,1,322.86
194,7959,6,432.4
194,4306,10,718.87
194,2426,10,142.56
194,8604,1,678.12
194,1631,10,286.9
195,1733,3,912.08
195,3778,6,363.68
195,5292,10,416.51
196,599,8,724.92
196,5675,3,192.64
196,7151,4,666.71
196,1303,6,675.93
196,5227,3,633.62
197,2918,1,639.82
197,8489,8,445.83
197,8284,6,349.44
197,6142,5,344.14
197,755,3,352.03
198,3989,1,251.37
198,2622,7,771.58
198,6352,8,591.51
198,4306,7,718.87
198,5271,3,785.85
198,5592,10,430.68
198,6604,8,330.9
198,8469,2,872.11
199,2665,9,240.79
200,567,1,609.42
200,8728,1,139.21
200,1922,8,808.11
200,9430,1,71.29
201,1015,8,615.64
202,5714,2,255.26
202,8965,10,533.1
202,4408,5,200.84
202,5773,10,196.21
203,317,2,402.13
203,9501,4,730.95
203,8141,4,314.99
203,1353,9,674.27
203,1865,3,616.85
203,7874,5,682.28
203,7514,9,471.76
203,7851,1,938.61
204,1109,7,299.23
204,3959,4,652.32
204,6841,7,451.46
204,1140,5,144.87
204,1786,5,786.01
204,8835,8,666.38
204,3957,1,14.07
204,7353,9,80.53
204,8123,7,914.27
204,1049,3,572.18
205,5629,7,936.98
205,9865,6,507.21
205,4598,7,90.95
205,7010,2,841.81
205,745,10,166.57
206,2211,5,211.84
206,5132,8,893.92
206,5098,7,684.61
206,1544,9,424.54
206,1117,2,763.99
206,4480,10,132.65
207,5489,2,799.45
207,3406,10,405.53
208,7559,9,103.16
208,9508,10,305.07
208,8491,5,201.4
208,9965,8,172.31
208,2536,4,346.99
209,9542,1,212.7
209,3801,4,333.04
209,7158,9,16.95
209,5725,4,60.36
210,6417,2,562.24
210,9023,10,924.22
210,4901,3,991.98
210,7928,9,753.35
210,9203,3,855.15
211,827,7,913.44
211,9976,2,201.76
211,5102,6,790.41
211,1498,6,347.43
211,2211,1,211.84
211,8066,4,894.99
211,8457,5,324.49
211,357,10,830.73
212,6280,1,649.06
212,8977,10,276.69
212,1423,9,80.7
212,8064,2,413.78
212,9870,6,499.79
213,7547,8,509.67
213,6745,10,641.6
213,3796,10,417.66
213,7294,8,179.15
213,9344,2,16.65
213,1846,4,362.43
213,7869,4,150.17
213,2228,10,35.03
213,2629,6,592.59
214,5352,3,559.35
214,2957,1,685.45
214,6546,1,655.07
215,9921,8,195.07
215,7225,6,729.13
215,6179,3,117.57
215,8978,3,704.8
215,3026,7,202.27
215,2213,1,825.02
215,6562,7,975.2
215,9818,1,20.96
215,9793,5,756.3
216,7381,8,541.81
216,5786,2,714.29
216,6104,6,743.18
216,4729,5,971.73
216,6729,4,218.57
216,2151,6,353.14
216,595,7,200.36
216,5976,3,4.95
216,6321,3,750.32
217,2500,7,996.6
217,9847,1,539.84
217,1075,4,587.14
217,5603,6,717.88
217,3400,9,987.92
217,339,7,400.13
217,2447,7,902.7
217,2631,2,390.03
217,1510,9,559.26
217,8253,7,36.32
218,3401,1,254.1
218,4951,3,667.69
219,9936,6,404.88
220,9574,5,209.32
221,2270,5,501.04
221,9131,1,202.05
222,792,5,269.01
222,3767,4,623.71
222,9885,4,889.66
222,8419,8,92.41
222,7293,7,633.59
222,8499,1,356.59
222,4631,7,479.05
222,2929,4,638.77
222,8875,1,556.98
222,5032,8,272.02
223,6755,8,235.3
223,8889,1,7.27
223,5182,3,829.57
223,5966,7,527.91
223,5007,6,557.5
223,4428,10,610.05
223,3793,2,175.63
224,5743,1,810.25
224,1749,3,427.01
224,1430,3,650.76
224,3303,2,72.59
224,7834,6,531.2
224,1389,9,457.78
224,7751,3,566.24
225,4180,2,165.74
225,797,10,295.03
225,7853,2,106.81
225,5682,10,867.2
225,2217,3,689.32
225,7201,5,781.57
225,1408,9,149.15
225,1026,8,831.64
225,4905,1,633.52
225,9138,1,593.32
226,3947,2,377.7
226,830,4,549.89
227,7368,3,975.01
227,4795,3,516.53
227,9810,7,128.77
227,7418,5,993.41
227,9124,1,782.32
228,3170,8,975.29
228,1953,7,609.83
228,8401,8,556.67
228,487,3,702.1
228,4295,9,222.93
228,4964,4,343.48
228,920,4,831.14
228,5546,6,838.29
229,9850,9,917.01
229,9388,7,591.13
229,4683,5,512.58
229,655,10,934.58
229,2453,9,822.71
229,5450,9,501.04
229,5919,8,763.02
230,3647,7,985.94
230,6242,5,374.8
230,9946,8,95.86
231,8998,10,711.09
231,7012,4,16.72
231,3487,2,893.09
231,1249,7,188.82
231,6012,5,62.08
231,6971,6,562.04
231,7295,9,15.3
231,7726,1,181.28
231,3277,8,682.94
231,1529,5,28.77
232,3845,7,87.4
232,8201,9,420.01
232,5186,1,298.73
233,2089,2,309.91
233,5872,3,578.91
234,3030,9,144.4
234,7799,10,553.98
234,6753,9,229.68
234,8318,2,952.91
234,5075,7,479.86
234,6492,10,339.95
234,6888,8,851.17
234,8448,7,757.59
234,6527,9,221.92
235,6499,1,218.1
235,1025,6,705.44
235,1923,9,241.92
235,679,3,550.18
235,7352,10,394.73
236,8617,5,476.14
236,5909,1,806.29
236,1263,1,827.4
236,5143,2,823.07
236,796,1,692.99
236,3,6,831.56
237,3313,5,159.54
237,7381,5,541.81
237,3591,7,144.49
237,5610,5,916.94
237,2497,9,592.95
