MembershipID,GroupID,UserID
383,239,4250
384,747,4467
385,304,860
386,208,4194
387,91,4988
388,322,812
389,694,3774
390,595,1995
391,480,4442
392,408,3699
393,449,4922
394,971,4012
395,709,2890
396,339,1340
397,14,4279
398,304,3743
399,435,769
400,77,4536
401,310,1999
402,965,2628
403,518,1751
404,182,3645
405,17,1146
406,458,3185
407,109,1172
408,831,4956
409,977,453
410,342,1127
411,140,3085
412,940,4559
413,969,3541
414,400,3406
415,235,4932
416,3,4371
417,270,1340
418,249,508
419,815,1593
420,974,552
421,559,2916
422,975,442
423,30,1435
424,532,2010
425,302,3651
426,807,1141
427,864,4164
428,304,4426
429,11,1935
430,246,220
431,477,1721
432,690,4856
433,737,3016
434,979,3919
435,166,3128
436,813,4334
437,811,2004
438,64,1757
439,306,777
440,134,45
441,266,1234
442,766,224
443,443,2456
444,374,1628
445,735,170
446,679,2570
447,52,2002
448,732,3286
449,536,4808
450,150,3752
451,663,2715
452,917,3004
453,171,915
454,861,223
455,889,1294
456,507,1055
457,354,1436
458,521,3371
459,196,3890
460,162,4433
461,651,3784
462,367,691
463,811,2610
464,53,1632
465,286,1937
466,399,1079
467,631,2725
468,898,4263
469,66,3884
470,815,2115
471,683,860
472,28,2745
473,775,3800
474,811,4997
475,900,2580
476,192,597
477,245,2400
478,399,4897
479,116,222
480,352,800
481,587,3373
482,131,2105
483,446,1873
484,310,3751
485,797,1625
486,68,4741
487,181,3364
488,576,1624
489,786,2261
490,756,84
491,9,4568
492,455,187
493,739,687
494,71,1713
495,176,3402
496,32,1502
497,780,4465
498,332,743
499,649,2255
500,813,4979
501,872,4586
502,991,354
503,894,3434
504,186,3706
505,689,1670
506,985,455
507,319,1511
508,933,3777
509,922,2783
510,625,3492
511,873,971
512,841,3272
513,216,3857
514,323,4877
515,343,726
516,932,4199
517,552,2585
518,950,2186
519,850,3833
520,179,144
521,570,542
522,383,2845
523,903,3261
524,572,2554
525,358,1352
526,132,4990
527,963,3693
528,333,1865
529,712,1686
530,30,305
531,34,1971
532,96,2541
533,619,4096
534,276,1933
535,955,67
536,997,3237
537,962,2966
538,395,2725
539,83,132
540,752,4475
541,489,496
542,606,1318
543,403,2495
544,409,3682
545,588,2226
546,799,1518
547,307,2611
548,87,3772
549,134,3506
550,214,112
551,111,3641
552,350,2139
553,174,1962
554,514,3266
555,408,2984
556,992,4598
557,9,3617
558,720,3087
559,743,204
560,900,1148
561,37,2662
562,671,3134
563,312,4754
564,933,3926
565,932,1665
566,584,4868
567,812,2650
568,208,1995
569,390,223
570,756,2420
571,21,4536
572,268,892
573,797,831
574,576,716
575,168,1912
576,747,885
577,624,35
578,65,1546
579,203,2486
580,723,4385
581,292,3757
582,597,668
583,128,1008
584,936,1018
585,503,2825
586,261,4563
587,874,3758
588,230,1338
589,887,273
590,492,2729
591,773,3018
592,338,1173
593,342,4684
594,576,4391
595,884,2900
596,367,3896
597,858,2128
598,898,2959
599,451,3442
600,400,317
601,21,1723
602,379,3652
603,225,3308
604,968,6
605,314,4905
606,512,3167
607,65,1657
608,199,1611
609,812,4204
610,135,614
611,755,3396
612,34,473
613,686,3085
614,837,438
615,475,3156
616,654,2268
617,607,2263
618,949,256
619,612,2765
620,227,1976
621,870,1118
622,690,4327
623,464,3125
624,718,4626
625,376,341
626,149,113
627,482,2871
628,912,2786
629,423,307
630,60,861
631,458,1430
632,912,693
633,583,907
634,893,4230
635,849,3500
636,167,165
637,601,3950
638,597,1118
639,695,3706
640,646,1374
641,819,2791
642,731,1484
643,978,2889
644,443,494
645,17,2874
646,154,3248
647,364,3566
648,214,3662
649,909,4932
650,49,474
651,529,4756
652,526,1858
653,535,2912
654,725,4902
655,478,772
656,364,1267
657,390,3631
658,672,943
659,967,2470
660,150,2447
661,101,4920
662,272,4711
663,888,4644
664,943,831
665,333,642
666,415,3080
667,155,2477
668,307,4821
669,182,1614
670,463,1078
671,987,2973
672,588,4509
673,26,4574
674,517,806
675,496,3613
676,534,503
677,822,665
678,375,3797
679,464,818
680,965,1425
681,725,2623
682,681,852
683,702,62
684,306,3090
685,965,1486
686,645,1688
687,304,4234
688,16,635
689,160,3219
690,79,407
691,409,4305
692,400,394
693,890,3898
694,440,2359
695,205,2426
696,600,4842
697,433,3179
698,786,4307
699,470,4588
700,193,4479
701,28,2010
702,545,709
703,918,380
704,480,2496
705,20,1225
706,505,1657
707,914,3105
708,406,3102
709,73,866
710,375,264
711,890,2880
712,493,2415
713,769,4092
714,404,4530
715,426,4399
716,806,168
717,640,4362
718,550,237
719,24,1734
720,992,992
721,134,3352
722,243,1331
723,825,1178
724,728,3336
725,7,4667
726,119,1596
727,108,2412
728,333,2353
729,800,2081
730,656,3760
731,688,4362
732,123,3621
733,386,290
734,332,4079
735,129,1701
736,250,29
737,616,3985
738,794,1715
739,201,4470
740,849,2673
741,183,4543
742,24,1346
743,752,4857
744,614,2331
745,718,263
746,598,2955
747,340,4348
748,216,3723
749,177,1159
750,830,1113
751,982,4162
752,463,3428
753,944,2892
754,331,1146
755,858,3555
756,680,212
757,881,2958
758,797,2271
759,548,4968
760,322,3698
761,766,4371
762,675,2133
763,298,1755
764,165,1073
765,49,4309
766,363,3140
767,575,4124
768,233,5
769,520,3783
770,208,1109
771,98,4979
772,216,829
773,159,1464
774,446,2300
775,609,4356
776,203,2645
777,390,2002
778,353,2006
779,541,3404
780,609,3285
781,411,3624
782,978,2729
783,128,4764
784,953,3508
785,140,3305
786,824,1028
787,618,87
788,732,2143
789,536,2224
790,183,2176
791,140,3864
792,778,570
793,680,167
794,350,3271
795,201,549
796,129,3614
797,929,2977
798,383,1347
799,198,4317
800,23,2297
801,906,2379
802,227,3374
803,324,4358
804,525,4474
805,520,1529
806,928,212
807,192,4564
808,262,3411
809,788,2906
810,844,4324
811,664,2821
812,966,4218
813,940,1697
814,41,3705
815,984,690
816,579,2242
817,258,4924
818,802,4595
819,856,4620
820,344,318
821,268,1148
822,430,2137
823,232,616
824,654,3034
825,486,4456
826,893,419
827,508,3342
828,892,625
829,524,3503
830,470,3593
831,912,4644
832,606,4619
833,167,4223
834,427,2333
835,993,1100
836,587,4546
837,715,4175
838,816,3380
839,859,2250
840,262,3094
841,631,3031
842,677,4066
843,301,699
844,727,2823
845,856,712
846,971,4894
847,868,3732
848,792,4791
849,252,11
850,380,2801
851,198,16
852,8,4756
853,634,3627
854,540,2584
855,310,4573
856,201,3011
857,595,237
858,34,4778
859,786,1610
860,317,4280
861,373,2687
862,815,1781
863,412,2647
864,318,794
865,931,1363
866,50,1199
867,437,3195
868,11,3224
869,178,4472
870,924,3942
871,190,4242
872,423,3285
873,507,3349
874,190,3073
875,390,1399
876,19,3736
877,879,3428
878,513,3886
879,649,2416
880,455,1670
881,809,2105
882,161,3986
883,878,905
884,877,638
885,794,1277
886,887,2189
887,146,4010
888,518,4114
889,35,1899
890,987,4681
891,5,999
892,160,648
893,4,1862
894,335,4784
895,874,2532
896,745,1201
897,516,2986
898,869,75
899,966,2586
900,7,890
901,428,3702
902,74,3084
903,288,0
904,362,403
905,641,2194
906,804,860
907,993,929
908,185,4772
909,753,264
910,401,2716
911,935,1038
912,592,3279
913,831,1179
914,612,2393
915,441,1577
916,965,4302
917,660,2423
918,829,1046
919,255,3690
920,382,1356
921,635,3721
922,474,832
923,478,298
924,843,4976
925,927,1176
926,551,4406
927,638,4298
928,119,141
929,392,2133
930,715,2511
931,960,691
932,386,3721
933,443,4261
934,35,4003
935,802,747
936,494,3205
937,996,468
938,89,1037
939,262,1357
940,658,1938
941,281,4629
942,727,2245
943,418,429
944,246,2136
945,703,3255
946,92,2018
947,798,724
948,642,1279
949,782,837
950,430,2254
951,180,1020
952,854,2234
953,74,3577
954,51,3076
955,655,1974
956,476,4831
957,883,4062
958,905,1807
959,378,4668
960,771,3824
961,217,774
962,698,3226
963,740,2305
964,800,3572
965,494,4377
966,239,2368
967,171,3117
968,332,2990
969,591,4210
970,549,3367
971,470,4945
972,364,2538
973,512,1161
974,749,2344
975,757,4369
976,646,2866
977,270,1844
978,890,4914
979,183,732
980,691,3671
981,59,4521
982,492,194
983,513,4523
984,22,4842
985,684,3217
986,324,2561
987,36,1916
988,34,2431
989,163,3378
990,433,1731
991,741,2901
992,158,182
993,872,3808
994,973,1509
995,394,3673
996,811,1723
997,265,3366
998,106,2759
999,29,2520
1000,998,1838
1001,341,2604
1002,934,2919
1003,789,4256
1004,476,4770
1005,586,3393
1006,622,4887
1007,901,3307
1008,834,3552
1009,965,3083
1010,798,4921
1011,946,4187
1012,493,2108
1013,280,3116
1014,220,2680
1015,932,646
1016,903,1220
1017,791,3829
1018,855,1288
1019,626,3086
1020,605,253
1021,612,4728
1022,286,3910
1023,174,1223
1024,37,3278
1025,246,3071
1026,151,4641
1027,239,3098
1028,314,460
1029,446,4332
1030,669,2976
1031,332,3387
1032,299,51
1033,804,515
1034,950,3649
1035,963,2310
1036,143,197
1037,195,1476
1038,571,403
1039,588,490
1040,207,4249
1041,358,883
1042,149,920
1043,219,3106
1044,812,3457
1045,99,2970
1046,705,3686
1047,400,4233
1048,205,3942
1049,177,1055
1050,250,1483
1051,109,1823
1052,653,385
1053,760,2839
1054,410,1000
1055,382,3524
1056,719,1166
1057,555,900
1058,836,4465
1059,291,903
1060,582,335
1061,275,2252
1062,414,982
1063,946,3379
1064,923,1307
1065,575,1871
1066,241,3925
1067,518,4942
1068,590,3168
1069,684,1763
1070,798,967
1071,489,4574
1072,417,3787
1073,836,4517
1074,549,299
1075,91,3276
1076,57,1431
1077,400,71
1078,589,4944
1079,349,2327
1080,543,1187
1081,201,101
1082,361,3596
1083,289,4048
1084,528,4795
1085,54,667
1086,132,424
1087,538,2649
1088,438,3950
1089,430,4294
1090,832,3319
1091,319,2178
1092,59,2914
1093,57,1062
1094,102,4330
1095,150,977
1096,412,3432
1097,720,967
1098,895,3223
1099,307,1302
1100,607,2866
1101,905,2358
1102,256,2101
1103,365,2718
1104,755,3811
1105,649,2897
1106,845,3729
1107,730,1007
1108,777,4913
1109,423,3397
1110,99,2141
1111,12,4354
1112,822,89
1113,994,1856
1114,636,3342
1115,377,2284
1116,947,4773
1117,57,1174
1118,647,767
1119,200,3239
1120,768,4358
1121,799,433
1122,617,4557
1123,808,633
1124,213,620
1125,993,4788
1126,99,2245
1127,250,2357
1128,649,4651
1129,396,1375
1130,505,3133
1131,656,1515
1132,947,4851
1133,649,4172
1134,45,2407
1135,93,452
1136,673,267
1137,532,3806
1138,862,215
1139,619,2750
1140,1,3521
1141,345,617
1142,203,3908
1143,299,4932
1144,77,1846
1145,504,2551
1146,422,4742
1147,547,1450
1148,666,4084
1149,608,399
1150,238,4658
1151,182,2787
1152,614,775
1153,584,4077
1154,529,4021
1155,287,3616
1156,432,3476
1157,663,2481
1158,946,1758
1159,200,839
1160,549,2708
1161,420,2691
1162,971,4207
1163,124,1014
1164,573,4862
1165,488,1296
1166,204,3693
1167,765,2636
1168,558,1972
1169,393,2737
1170,155,2426
1171,570,1016
1172,453,589
1173,436,179
1174,298,1846
1175,491,1690
1176,254,3302
1177,161,412
1178,237,4787
1179,995,4793
1180,58,125
1181,568,3492
1182,246,1007
1183,301,2765
1184,752,2113
1185,698,466
1186,898,3449
1187,272,2736
1188,609,3610
1189,140,995
1190,635,4914
1191,143,2862
1192,194,425
1193,932,4259
1194,943,4139
1195,601,3583
1196,729,3883
1197,286,70
1198,180,521
1199,473,993
1200,749,1145
1201,913,2437
1202,828,954
1203,248,995
1204,140,3620
1205,688,1604
1206,821,2699
1207,117,2297
1208,428,3123
1209,630,97
1210,24,2648
1211,537,3520
1212,719,3828
1213,832,2193
1214,238,4578
1215,374,3247
1216,542,2755
1217,993,4168
1218,988,377
1219,625,4349
1220,0,32
1221,874,173
1222,82,4438
1223,59,3210
1224,294,2588
1225,941,749
1226,221,82
1227,606,1838
1228,394,949
1229,158,1197
1230,863,987
1231,483,527
1232,850,2645
1233,292,842
1234,786,1193
1235,327,4684
1236,614,1810
1237,606,36
1238,205,3136
1239,111,303
1240,764,3078
1241,441,3242
1242,669,2145
1243,789,2031
1244,721,554
1245,950,2726
1246,668,562
1247,568,935
1248,763,2499
1249,72,2455
1250,939,142
1251,635,863
1252,326,1936
1253,573,1266
1254,11,3454
1255,13,4818
1256,918,3574
1257,795,4268
1258,696,1765
1259,491,1119
1260,474,100
1261,253,1670
1262,86,2821
1263,720,631
1264,221,4635
1265,17,3599
1266,424,3314
1267,247,3059
1268,516,1284
1269,239,1281
1270,363,849
1271,442,4492
1272,47,1379
1273,510,3713
1274,148,1459
1275,188,999
1276,146,1377
1277,340,44
1278,130,4936
1279,927,1609
1280,824,1509
1281,381,1380
1282,51,2296
1283,463,3482
1284,21,2710
1285,11,615
1286,872,3220
1287,523,2846
1288,813,2541
1289,169,4419
1290,870,2107
1291,555,2802
1292,695,3818
1293,350,4081
1294,851,1025
1295,4,4596
1296,736,4233
1297,552,4019
1298,116,3245
1299,681,3278
1300,80,2390
1301,703,3560
1302,326,3025
1303,567,1141
1304,959,4255
1305,798,2969
1306,243,2160
1307,472,1429
1308,890,3532
1309,233,4660
1310,525,3854
1311,631,2420
1312,719,4909
1313,614,1358
1314,134,2092
1315,916,3121
1316,283,235
1317,554,4179
1318,694,1051
1319,790,4785
1320,895,1569
1321,459,1332
1322,259,4738
1323,767,2312
1324,265,1467
1325,40,3325
1326,907,992
1327,401,3701
1328,128,1875
1329,375,1775
1330,807,2862
1331,906,4480
1332,263,3483
1333,597,2150
1334,463,2795
1335,23,2377
1336,234,4845
1337,87,3981
1338,146,1134
1339,286,2157
1340,649,4509
1341,900,2565
1342,450,3079
1343,74,4963
1344,82,1
1345,731,4034
1346,130,1935
1347,740,2828
1348,45,1990
1349,377,4798
1350,766,3830
1351,853,386
1352,587,2728
1353,864,1937
1354,662,1769
1355,167,1656
1356,670,1382
1357,813,1010
1358,846,3458
1359,242,1375
1360,829,210
1361,436,294
1362,655,4200
1363,641,3461
1364,244,4919
1365,895,917
1366,625,3335
1367,658,1582
1368,684,2639
1369,644,2731
1370,462,606
1371,773,665
1372,559,2726
1373,681,3219
1374,38,1555
1375,465,224
1376,915,4114
1377,176,2443
1378,452,48
1379,434,2213
1380,433,4043
1381,896,1461
1382,132,2353
1383,586,3848
1384,936,1039
1385,167,3418
1386,929,1466
1387,399,2877
1388,939,548
1389,704,885
1390,528,4160
1391,984,4401
1392,125,4327
1393,20,2913
1394,841,2866
1395,358,3222
1396,791,1516
1397,410,891
1398,967,0
1399,3,4807
1400,221,1402
1401,60,729
1402,60,4729
1403,429,3288
1404,84,998
1405,774,1019
1406,604,4690
1407,374,4087
1408,657,4403
1409,558,1085
1410,425,785
1411,547,286
1412,208,432
1413,273,1507
1414,678,610
1415,374,179
1416,617,1544
1417,713,1207
1418,496,824
1419,753,395
1420,573,4121
1421,723,126
1422,144,4245
1423,521,4816
1424,928,134
1425,224,4569
1426,699,1146
1427,787,2799
1428,20,502
1429,595,3744
1430,511,3955
1431,781,1024
1432,944,581
1433,705,2445
1434,514,4524
1435,410,1867
1436,820,3059
1437,395,4323
1438,685,260
1439,827,160
1440,342,1264
1441,789,1039
1442,707,2298
1443,521,1690
1444,568,450
1445,204,4182
1446,86,2587
1447,639,2613
1448,186,3221
1449,147,1223
1450,222,4446
1451,370,4192
1452,716,519
1453,124,2052
1454,586,3822
1455,797,1761
1456,900,2679
1457,93,1481
1458,4,1921
1459,6,1427
1460,61,4024
1461,91,2379
1462,71,2538
1463,3,809
1464,693,2823
1465,885,796
1466,546,2956
1467,706,570
1468,918,4036
1469,666,2576
1470,305,3975
1471,246,4457
1472,402,2264
1473,918,2626
1474,417,1619
1475,324,215
1476,100,1247
1477,646,3925
1478,880,1603
1479,466,3889
1480,872,119
1481,541,355
1482,775,4699
1483,785,871
1484,88,1163
1485,313,385
1486,667,2674
1487,791,845
1488,699,4912
1489,718,2640
1490,283,1984
1491,423,2615
1492,98,3563
1493,278,1083
1494,204,3391
1495,626,1376
1496,360,4873
1497,488,4445
1498,805,1596
1499,613,3792
1500,209,573
1501,544,1800
1502,579,1371
1503,816,2394
1504,363,3937
1505,852,1065
1506,125,249
1507,417,973
1508,744,75
1509,350,3358
1510,399,965
1511,709,650
1512,817,1831
1513,237,2234
1514,875,4875
1515,266,975
1516,618,3318
1517,616,4525
1518,561,2983
1519,717,3105
1520,147,3549
1521,449,3900
1522,284,1511
1523,486,4025
1524,728,179
1525,934,2924
1526,557,1815
1527,222,4151
1528,460,1175
1529,301,2805
1530,326,3962
1531,420,4974
1532,644,1022
1533,617,3868
1534,954,2895
1535,782,416
1536,573,3127
1537,757,128
1538,41,679
1539,233,1518
1540,996,4966
1541,943,14
1542,822,3827
1543,203,3271
1544,486,981
1545,266,380
1546,945,1815
1547,166,3632
1548,790,4657
1549,862,3762
1550,869,4871
1551,637,3219
1552,325,3798
1553,748,202
1554,158,4522
1555,513,141
1556,187,573
1557,279,2804
1558,47,1526
1559,171,3122
1560,834,4221
1561,64,1494
1562,428,4646
1563,914,4061
1564,454,3841
1565,416,4195
1566,392,1014
1567,590,1831
1568,223,4611
1569,452,194
1570,253,2902
1571,804,3863
1572,603,1136
1573,342,4229
1574,272,1889
1575,50,3169
1576,950,4348
1577,820,1027
1578,499,2551
1579,727,4219
1580,906,4825
1581,477,1892
1582,526,3207
1583,402,1407
1584,137,2578
1585,998,2902
1586,38,1168
1587,530,783
1588,558,1932
1589,329,3895
1590,697,2599
1591,659,2130
1592,439,1026
1593,557,3827
1594,2,2199
1595,92,3505
1596,199,4613
1597,361,1196
1598,191,48
1599,561,3282
1600,687,1632
1601,413,4317
1602,518,2465
1603,863,682
1604,61,4112
1605,743,2024
1606,152,2340
1607,949,4111
1608,680,23
1609,582,4656
1610,830,4539
1611,363,4240
1612,317,2935
1613,780,4618
1614,0,4735
1615,199,527
1616,843,1877
1617,23,3677
1618,352,1999
1619,55,1481
1620,697,4990
1621,152,4848
1622,232,3499
1623,770,807
1624,931,1251
1625,487,3753
1626,920,4068
1627,732,1627
1628,793,1082
1629,837,2522
1630,934,2423
1631,888,1717
1632,379,3613
1633,42,1083
1634,626,3777
1635,648,2595
1636,122,1512
1637,878,1555
1638,9,1219
1639,368,1672
1640,576,3920
1641,456,781
1642,603,3271
1643,740,4863
1644,538,1679
1645,103,2856
1646,743,708
1647,271,227
1648,179,1834
1649,118,3580
1650,450,3009
1651,393,2534
1652,878,2082
1653,139,271
1654,298,2869
1655,435,3741
1656,816,934
1657,398,437
1658,996,4271
1659,251,2596
1660,15,1475
1661,578,1700
1662,6,2170
1663,227,1243
1664,559,3292
1665,146,1448
1666,682,2849
1667,752,2670
1668,188,794
1669,956,2034
1670,869,70
1671,270,3281
1672,303,4222
1673,403,844
1674,606,3213
1675,254,2692
1676,352,785
1677,212,2760
1678,742,1117
1679,678,4691
1680,313,3558
1681,942,2392
1682,968,4206
1683,198,3524
1684,640,3870
1685,732,1825
1686,232,3119
1687,289,4397
1688,274,679
1689,887,721
1690,987,906
1691,691,3677
1692,877,1327
1693,185,3670
1694,288,1006
1695,680,974
1696,84,3786
1697,775,2529
1698,11,2543
1699,111,2904
1700,754,1453
1701,512,984
1702,727,2763
1703,799,178
1704,117,4265
1705,888,4279
1706,131,3406
1707,678,4260
1708,51,4343
1709,83,2997
1710,156,2583
1711,885,155
1712,314,2012
1713,353,4804
1714,657,1000
1715,396,4278
1716,700,4291
1717,366,1926
1718,128,2638
1719,69,1958
1720,427,2738
1721,460,2245
1722,728,4932
1723,485,1306
1724,745,558
1725,712,1238
1726,853,4351
1727,178,3363
1728,422,240
1729,632,438
1730,351,4323
1731,176,3967
1732,360,2071
1733,785,4948
1734,649,3299
1735,122,2208
1736,715,4552
1737,525,3034
1738,885,3738
1739,744,4461
1740,133,94
1741,819,3934
1742,842,4482
1743,612,1531
1744,832,2158
1745,78,3333
1746,354,748
1747,256,1144
1748,530,4926
1749,878,1556
1750,381,573
1751,627,4624
1752,726,3012
1753,150,2775
1754,857,3324
1755,521,2846
1756,717,670
1757,979,2263
1758,683,2394
1759,6,1463
1760,157,4521
1761,338,3577
1762,713,1259
1763,719,747
1764,146,3375
1765,150,3671
1766,350,3933
1767,52,1406
1768,856,3456
1769,820,651
1770,532,1472
1771,235,635
1772,496,2545
1773,131,802
1774,573,2090
1775,978,3037
1776,807,3612
1777,69,881
1778,562,698
1779,201,4882
1780,689,1647
1781,485,1844
1782,89,2064
1783,78,262
1784,464,3837
1785,373,4924
1786,614,4751
1787,621,993
1788,553,3899
1789,3,4318
1790,253,4605
1791,378,3732
1792,399,1899
1793,131,1111
1794,347,4897
1795,30,390
1796,691,3804
1797,605,4595
1798,619,2179
1799,613,4808
1800,109,201
1801,102,4914
1802,465,2427
1803,430,667
1804,931,897
1805,819,1396
1806,513,1725
1807,746,928
1808,59,361
1809,196,2725
1810,224,3879
1811,670,2832
1812,913,1798
1813,139,4808
1814,690,3569
1815,125,1822
1816,845,4331
1817,127,3116
1818,703,3756
1819,720,1927
1820,151,2373
1821,60,3108
1822,570,2800
1823,131,1061
1824,130,2331
1825,910,4485
1826,395,4888
1827,17,407
1828,37,2643
1829,790,3902
1830,542,4968
1831,621,3447
1832,355,3340
1833,857,2203
1834,179,4636
1835,383,2541
1836,481,1641
1837,653,2774
1838,13,1236
1839,883,3299
1840,18,1064
1841,936,3208
1842,223,4416
1843,704,2586
1844,992,3446
1845,655,3529
1846,51,1408
1847,862,3503
1848,180,4933
1849,76,446
1850,992,1687
1851,277,3566
1852,916,4487
1853,158,72
1854,473,412
1855,112,1690
1856,286,2882
1857,557,4327
1858,842,1313
1859,609,1720
1860,60,3479
1861,905,1764
1862,297,1354
1863,238,360
1864,715,1018
1865,175,3894
1866,239,2112
1867,191,3623
1868,695,121
1869,996,3707
1870,925,1730
1871,631,4985
1872,809,4430
1873,635,195
1874,130,465
1875,809,4670
1876,364,4240
1877,219,4898
1878,448,313
1879,470,490
1880,204,2730
1881,831,2726
1882,769,1212
1883,203,1476
1884,171,4766
1885,378,262
1886,481,3133
1887,464,3761
1888,153,1746
1889,759,1367
1890,220,1048
1891,630,4153
1892,468,3165
1893,799,2533
1894,126,3986
1895,928,2742
1896,333,2018
1897,500,4655
1898,347,1723
1899,7,570
1900,188,3741
1901,650,3776
1902,402,138
1903,752,3787
1904,768,3611
1905,480,975
1906,970,4801
1907,247,3092
1908,777,2629
1909,835,2134
1910,71,1393
1911,379,2665
1912,161,4330
1913,610,2860
1914,729,2484
1915,173,3305
1916,485,3281
1917,290,3708
1918,762,587
