FollowerID,FollowingUserID,FollowedUserID
246,2983,2672
247,3771,768
248,2241,62
249,1267,3046
250,3156,3925
251,2928,3527
252,2226,2037
253,2239,944
254,3226,3024
255,1352,4128
256,438,1111
257,3270,235
258,2027,719
259,4531,4396
260,121,2785
261,1543,2852
262,2359,1819
263,752,4430
264,3369,652
265,1991,2796
266,4165,923
267,850,2225
268,4570,2355
269,2367,1068
270,1113,3010
271,2693,4375
272,2666,222
273,4472,4393
274,1715,3259
275,2697,4524
276,2814,3682
277,3298,22
278,460,1383
279,3200,30
280,2219,3854
281,2923,3399
282,679,1636
283,488,4963
284,4399,3075
285,18,2781
286,1031,2263
287,490,4554
288,616,1343
289,549,4047
290,4608,3408
291,1330,2148
292,1435,3322
293,949,4012
294,1147,1951
295,4998,655
296,2827,4872
297,4528,2209
298,2251,426
299,2091,4438
300,802,3448
301,3319,1064
302,155,1639
303,4456,730
304,2927,245
305,39,3504
306,3069,2546
307,4020,4367
308,808,768
309,2247,4300
310,597,1982
311,4424,1130
312,742,50
313,1524,1297
314,2264,4598
315,2624,2155
316,2902,853
317,1706,1441
318,2166,2032
319,1795,2752
320,2449,4768
321,2809,2564
322,1826,7
323,1468,4062
324,3889,3019
325,1461,289
326,4186,3633
327,3979,275
328,3791,3131
329,2178,1735
330,1969,539
331,4973,885
332,2278,3519
333,1157,2
334,4614,3337
335,2954,126
336,3003,4503
337,2422,4435
338,394,1873
339,2308,2822
340,2351,1324
341,4973,1991
342,194,3726
343,4353,3917
344,1598,3716
345,3787,3901
346,1114,1561
347,999,57
348,3908,2474
349,1149,4011
350,2755,1280
351,4343,2869
352,1370,7
353,3663,2562
354,4214,4268
355,1478,2204
356,4574,4729
357,537,4999
358,1976,3534
359,4633,2143
360,997,515
361,3458,3966
362,95,2986
363,4668,4456
364,2168,2286
365,779,1612
366,75,2494
367,236,1199
368,795,512
369,3614,1486
370,3162,949
371,4528,1664
372,3415,4498
373,1807,3491
374,655,2121
375,3557,3835
376,3347,4864
377,3002,503
378,4333,702
379,3218,1315
380,15,835
381,3714,198
382,2791,57
383,1990,4587
384,1833,4545
385,1126,4715
386,402,4020
387,1850,3816
388,3243,1899
389,332,3254
390,1843,1586
391,1203,933
392,2659,1965
393,4289,4578
394,4619,4772
395,3322,3765
396,3806,4766
397,590,4902
398,4282,3798
399,4167,1210
400,3371,1334
401,1368,1577
402,2169,3883
403,4529,1942
404,1314,2074
405,452,4291
406,270,4589
407,23,3177
408,4802,1340
409,2746,3754
410,2396,3930
411,4180,708
412,3237,2919
413,3021,1448
414,3596,2979
415,4704,487
416,303,3476
417,2196,3297
418,2800,1190
419,3618,2083
420,3574,1827
421,3323,4710
422,1604,1094
423,4130,1615
424,1272,3393
425,654,211
426,370,1777
427,509,2996
428,125,3590
429,3622,4516
430,3480,4837
431,4964,2181
432,3781,4121
433,4443,4374
434,1753,2294
435,4127,1047
436,2313,1101
437,2288,4084
438,3013,3353
439,1924,2405
440,4882,4104
441,4480,1273
442,4160,4326
443,4502,461
444,96,429
445,4376,3313
446,2049,2974
447,3975,2102
448,187,1488
449,4756,4620
450,2751,2683
451,453,1064
452,4967,3050
453,796,2569
454,1957,3726
455,3446,1848
456,1804,2563
457,3644,2322
458,4117,2746
459,1750,2525
460,2465,2387
461,4195,1679
462,1056,772
463,4509,388
464,2122,2695
465,1542,3767
466,3691,4659
467,2808,1073
468,4007,166
469,3400,1018
470,4232,4765
471,597,2424
472,285,3882
473,4892,1140
474,3313,2718
475,1437,110
476,4962,2038
477,4330,163
478,3026,1118
479,3762,2038
480,2945,3942
481,2306,2083
482,3434,2058
483,2625,3386
484,4504,674
485,3503,3525
486,137,234
487,4906,3301
488,1012,2698
489,2124,4645
490,3713,3578
491,845,783
492,3718,1326
493,3940,3736
494,3420,1161
495,2647,4144
496,3441,4484
497,1176,2937
498,2534,919
499,4543,3394
500,1251,4315
501,874,3637
502,21,4870
503,3133,1325
504,3379,2305
505,4223,1697
506,3900,1810
507,2910,844
508,4693,3313
509,92,456
510,2691,111
511,2234,4909
512,2787,303
513,3946,2502
514,939,2886
515,2892,1989
516,325,4800
517,1471,4247
518,333,2164
519,1794,4012
520,4658,3910
521,946,3545
522,4884,3104
523,3182,3986
524,635,3841
525,3229,4974
526,2142,337
527,2098,3375
528,4930,1590
529,3596,4094
530,406,855
531,600,2487
532,4706,2135
533,2226,3916
534,4307,2647
535,3779,1331
536,1271,2868
537,1299,4085
538,4582,2301
539,3771,2955
540,411,1453
541,1186,4774
542,2437,3944
543,3685,4175
544,2548,3403
545,2549,4860
546,776,106
547,4252,1145
548,2031,455
549,688,2343
550,2534,1347
551,2481,515
552,1763,3396
553,815,3462
554,3347,1946
555,4121,1894
556,780,4361
557,656,129
558,3598,3825
559,3459,3315
560,3388,1320
561,3662,1207
562,4638,871
563,484,1045
564,40,2526
565,4375,4566
566,1044,307
567,910,3398
568,4995,4480
569,2286,1985
570,4018,693
571,3524,827
572,450,2567
573,1488,4241
574,3710,4003
575,287,2117
576,1054,2841
577,2226,881
578,2782,3455
579,1834,115
580,4125,4978
581,4325,808
582,4632,2610
583,3708,4576
584,83,1725
585,4638,2637
586,1529,565
587,660,4731
588,4616,3542
589,870,4137
590,1010,35
591,1355,3722
592,3978,696
593,4859,1918
594,4778,2468
595,3144,3925
596,1916,3075
597,403,2220
598,4688,1973
599,939,2601
600,1176,2219
601,1206,713
602,3886,3851
603,3293,1811
604,3665,3390
605,446,4004
606,1442,4788
607,392,4980
608,3826,2436
609,779,673
610,1495,1968
611,1938,1931
612,2255,927
613,1892,2947
614,4633,2136
615,40,1193
616,1103,3124
617,1842,3288
618,2369,15
619,4553,3085
620,908,195
621,4866,2870
622,408,491
623,1193,4861
624,3640,2307
625,4389,557
626,1080,3928
627,2147,4154
628,1288,3228
629,3605,2316
630,3146,1905
631,2496,591
632,2155,3033
633,4921,2917
634,1660,4167
635,1925,167
636,2266,2332
637,2447,4890
638,3809,4574
639,1253,1864
640,1334,3190
641,4443,2560
642,749,1807
643,4769,2386
644,1707,262
645,3449,2351
646,4530,322
647,539,4519
648,2348,681
649,3621,1856
650,3346,2447
651,540,2998
652,4372,1451
653,435,3095
654,2223,2307
655,817,630
656,1234,4202
657,1017,3033
658,1972,4334
659,39,3156
660,2645,2229
661,2906,1606
662,2496,432
663,4847,1509
664,655,1095
665,1878,117
666,3556,2088
667,2703,659
668,4699,3938
669,1480,3619
670,4166,4796
671,4247,497
672,3275,4335
673,3390,1633
674,1948,4582
675,729,4886
676,972,4972
677,4459,4704
678,4555,3993
679,1094,913
680,2274,1408
681,4489,895
682,4195,3642
683,481,4816
684,659,1110
685,4269,572
686,1653,1637
687,1224,3256
688,920,973
689,3247,1703
690,4087,4511
691,4496,3735
692,982,2216
693,1086,1330
694,2387,81
695,596,1787
696,4885,2660
697,1331,221
698,340,3591
699,1407,2030
700,3677,641
701,4137,566
702,4495,2357
703,930,956
704,2566,1176
705,4998,3384
706,1057,687
707,4766,4796
708,2707,4488
709,305,3152
710,133,2747
711,3366,2788
712,4408,4800
713,4359,1251
714,4771,998
715,3093,3680
716,2098,1326
717,1352,2010
718,4960,2691
719,231,101
720,2845,1804
721,4207,4499
722,1135,3521
723,4018,4631
724,656,1899
725,4255,3834
726,4546,2625
727,3040,4098
728,2499,474
729,4863,3852
730,2150,1512
731,884,1835
732,4157,1264
733,751,3871
734,802,958
735,660,1469
736,1646,4673
737,3749,4175
738,1693,2308
739,3900,848
740,2658,1774
741,3517,940
742,840,2310
743,3408,4879
744,2802,585
745,589,1809
746,1239,3508
747,2737,2724
748,2638,583
749,4327,524
750,4424,4525
751,3369,3554
752,4709,4947
753,4477,3999
754,2797,2046
755,3030,2473
756,3122,3676
757,1051,2965
758,1958,327
759,4397,4343
760,2410,4336
761,2974,4756
762,795,2529
763,4021,518
764,915,2680
765,539,3463
766,4905,4848
767,247,2019
768,2945,1806
769,2776,4557
770,2016,3362
771,4254,2213
772,3698,2308
773,237,3139
774,2337,282
775,2562,3940
776,3107,4388
777,1999,1995
778,3186,2081
779,4146,274
780,4648,878
781,4934,584
782,3366,2169
783,3906,2732
784,2094,3254
785,2247,4301
786,745,4718
787,637,3702
788,2688,4385
789,1474,4540
790,1467,4837
791,3954,836
792,4278,4037
793,4754,4043
794,746,2763
795,3713,3326
796,4530,558
797,795,3889
798,1028,2454
799,3550,1735
800,1593,4553
801,161,1183
802,2940,2074
803,1539,4055
804,700,4298
805,1648,3563
806,264,3416
807,729,1320
808,2743,1844
809,3243,4441
810,2753,531
811,2057,585
812,4179,2881
813,4854,3513
814,1743,446
815,3998,1426
816,407,688
817,3917,2167
818,2973,2337
819,3944,4121
820,4164,782
821,2595,4062
822,1974,4370
823,4770,4722
824,2527,1201
825,2818,4339
826,2621,2544
827,1840,723
828,451,2965
829,4430,4073
830,2204,1763
831,3623,3122
832,4769,1668
833,952,1485
834,3600,550
835,3212,1957
836,3991,354
837,1529,4997
838,526,127
839,4915,4018
840,4102,1104
841,1021,1986
842,2400,2996
843,1371,92
844,3823,176
845,1593,1117
846,3387,2926
847,953,4305
848,1029,3639
849,34,2558
850,4830,659
851,2565,2483
852,3306,2364
853,1507,1929
854,2556,3153
855,4677,4214
856,2224,4006
857,3162,650
858,1860,4358
859,1166,1267
860,3589,2825
861,3954,4991
862,2978,737
863,3759,2194
864,1698,22
865,2713,805
866,1691,2532
867,647,1721
868,4977,4960
869,138,2030
870,1100,1577
871,427,4863
872,4456,401
873,4783,1368
874,4181,1588
875,3120,3386
876,925,2410
877,4492,4088
878,20,2725
879,3829,368
880,1213,4172
881,4331,2270
882,902,2690
883,3503,3116
884,2136,2729
885,2039,2462
886,1117,4452
887,2592,2587
888,347,1356
889,4115,2624
890,1911,1112
891,1210,469
892,967,2249
893,2859,4512
894,1179,4577
895,3512,1475
896,2691,1767
897,4000,2000
898,537,4554
899,983,2713
900,4735,3945
901,4103,1317
902,3527,2994
903,924,741
904,2815,2248
905,4569,2467
906,4611,1858
907,2048,467
908,2902,2004
909,585,1281
910,1507,3698
911,623,4943
912,4942,300
913,3919,709
914,2127,4229
915,4094,1097
916,143,4635
917,2643,2160
918,3111,2122
919,2651,4842
920,789,2486
921,4669,2483
922,2171,4382
923,2413,1366
924,4409,4914
925,3748,169
926,4672,822
927,4210,2577
928,3211,1251
929,1002,2847
930,1675,4986
931,3529,2646
932,4573,2714
933,986,3355
934,4930,2070
935,699,1348
936,835,1697
937,2877,2131
938,4951,4814
939,1957,2481
940,556,3191
941,2100,1072
942,4194,4424
943,1377,4892
944,792,2079
945,431,2925
946,3063,2720
947,3992,860
948,4061,4524
949,4072,932
950,3259,4227
951,3051,4473
952,3198,3497
953,3128,4840
954,1269,2527
955,4764,3529
956,1710,196
957,3105,1502
958,2977,4142
959,4752,4151
960,3448,3848
961,3543,857
962,2209,4562
963,1597,4722
964,1732,484
965,4265,3601
966,3230,4663
967,4073,4166
968,4851,3187
969,2672,1893
970,3521,944
971,2143,1821
972,4821,4693
973,3063,7
974,2305,4820
975,410,4337
976,4836,2263
977,260,1027
978,1482,4612
979,3565,4330
980,1599,42
981,244,579
982,4848,2366
983,4220,1852
984,3721,1414
985,1747,372
986,3223,3940
987,4215,1976
988,4946,276
989,517,2090
990,2994,3565
991,2927,4065
992,3641,2367
993,1460,1853
994,2750,3501
995,4851,4898
996,2687,3025
997,2643,3083
998,3719,477
999,2495,864
1000,798,2567
1001,4744,2964
1002,3408,3724
1003,3890,3401
1004,3837,4377
1005,734,4145
1006,4400,1868
1007,2944,4580
1008,929,4183
1009,977,3488
1010,4502,970
1011,1450,3679
1012,3993,4380
1013,629,4908
1014,3963,1725
1015,1409,184
1016,2648,4240
1017,4479,4349
1018,923,1755
1019,1675,2434
1020,603,1766
1021,987,3689
1022,4485,3755
1023,1450,1133
1024,4420,2727
1025,2408,3448
1026,2632,2798
1027,4658,1407
1028,1493,2302
1029,1026,3025
1030,4327,3727
1031,3791,490
1032,3432,2998
1033,2014,2704
1034,2112,3915
1035,1230,3053
1036,3393,4908
1037,850,1511
1038,4223,4822
1039,3682,3959
1040,3602,4279
1041,553,4613
1042,923,1805
1043,2630,4400
1044,3159,1814
1045,361,4169
1046,1832,4229
1047,3593,281
1048,1987,2356
1049,3390,3095
1050,3421,1657
1051,3222,1099
1052,1082,4521
1053,1046,3182
1054,1063,3599
1055,4060,440
1056,4234,4226
1057,1746,2861
1058,1590,1648
1059,905,319
1060,2279,978
1061,2274,1209
1062,694,2571
1063,3444,3628
1064,1338,4478
1065,2011,649
1066,1436,3749
1067,586,4348
1068,3230,4855
1069,4248,704
1070,421,868
1071,3018,971
1072,586,1045
1073,1821,3322
1074,180,3698
1075,4970,960
1076,721,3916
1077,4733,2778
1078,2056,1841
1079,3846,4625
1080,2037,1063
1081,3888,2209
1082,3513,4133
1083,3452,4500
1084,3603,4341
1085,3545,2488
1086,3051,1378
1087,944,4513
1088,3989,437
1089,3619,564
1090,2059,4050
1091,3007,5
1092,686,1368
1093,1910,274
1094,3440,4938
1095,306,3492
1096,4930,2877
1097,4854,4998
1098,1847,2577
1099,4431,1067
1100,4766,4431
1101,4966,2867
1102,3249,520
1103,4788,2971
1104,1019,3121
1105,3899,1336
1106,2138,3980
1107,2035,2408
1108,1987,3575
1109,4335,4405
1110,2238,3753
1111,4475,2094
1112,4425,2033
1113,657,738
1114,3406,1654
1115,3944,2976
1116,3113,3340
1117,931,4053
1118,860,607
1119,349,4556
1120,4292,3434
1121,4997,3667
1122,351,248
1123,4491,1363
1124,1860,4631
1125,4062,4002
1126,4692,2472
1127,3214,121
1128,3713,4596
1129,1284,4412
1130,386,3605
1131,4464,2033
1132,4439,2246
1133,2623,4008
1134,4169,1374
1135,4416,511
1136,796,53
1137,3665,2091
1138,4126,4173
1139,2810,3920
1140,518,983
1141,4653,2481
1142,4886,4565
1143,1943,4403
1144,4177,1361
1145,2083,4268
1146,2300,4671
1147,3770,2105
1148,2763,2757
1149,767,312
1150,3625,212
1151,4295,2783
1152,1343,1040
1153,4317,1484
1154,2601,3835
1155,415,3914
1156,4978,2945
1157,636,4614
1158,1148,1322
1159,4175,4376
1160,1902,552
1161,1965,792
1162,113,4628
1163,4349,831
1164,3001,1982
1165,3247,4672
1166,1391,898
1167,4289,4210
1168,732,228
1169,1634,1696
1170,2578,1142
1171,918,3850
1172,1256,3473
1173,3549,2686
1174,4995,2908
1175,2530,1919
1176,2596,839
1177,174,108
1178,4657,4705
1179,3536,4754
1180,2936,3232
1181,4461,3562
1182,2563,2098
1183,4155,482
1184,3703,2346
1185,453,2082
1186,700,114
1187,2440,3298
1188,1015,892
1189,3251,1061
1190,2080,3504
1191,978,2988
1192,1152,851
1193,767,2234
1194,1617,4796
1195,2620,1968
1196,3131,1936
1197,3208,3805
1198,4277,2296
1199,2040,1485
1200,4989,916
1201,3435,538
1202,615,210
1203,2714,63
1204,3340,938
1205,4698,2861
1206,3,1552
1207,1997,2262
1208,4271,2133
1209,4607,4546
1210,4821,3873
1211,3115,1967
1212,4421,1793
1213,4601,3453
1214,1310,3600
1215,184,4623
1216,4766,69
1217,1373,2233
1218,1085,3757
1219,1307,440
1220,2765,1526
1221,1748,1595
1222,179,4851
1223,4330,3684
1224,4112,4402
1225,2130,1475
1226,1845,1391
1227,4521,4929
1228,597,2274
1229,18,673
1230,1008,870
1231,3368,4072
1232,4660,3029
1233,3958,280
1234,123,2839
1235,4430,1912
1236,3082,2883
1237,2552,3482
1238,1013,2121
1239,4581,2139
1240,3218,1128
1241,4513,2058
1242,3159,4779
1243,851,1324
1244,4702,1943
1245,413,3188
1246,4448,4828
1247,2336,1008
1248,892,2689
1249,2089,1533
1250,1104,2583
1251,1858,2967
1252,1594,3351
1253,2939,2253
1254,1075,936
1255,2586,4279
1256,3535,3433
1257,3618,3535
1258,4355,4985
1259,2492,4177
1260,3580,421
1261,3406,2354
1262,1963,1262
1263,4090,131
1264,2667,3978
1265,2914,3118
1266,3622,4645
1267,4685,4089
1268,3460,4573
1269,4376,2468
1270,1448,4725
1271,4819,2956
1272,1338,3795
1273,450,316
1274,4562,3375
1275,2748,3479
1276,1480,4614
1277,1959,3115
1278,2438,4520
1279,2118,82
1280,3616,4193
1281,4247,745
1282,425,3025
1283,3611,3274
1284,1018,1990
1285,3305,4992
1286,1313,1568
1287,3906,2432
1288,2332,4051
1289,331,4350
1290,4972,460
1291,2399,2907
1292,3201,1707
1293,426,3849
1294,4170,2708
1295,3847,2116
1296,963,2029
1297,1422,1413
1298,4515,4634
1299,1914,791
1300,3134,2633
1301,3971,192
1302,3836,4050
1303,2031,3849
1304,653,3874
1305,4725,1606
1306,3496,3002
1307,661,4861
1308,3912,1107
1309,2057,4241
1310,3398,2428
1311,103,3519
1312,4673,3624
1313,4174,4045
1314,381,3171
1315,4255,1633
1316,4940,4017
1317,302,774
1318,3922,3067
1319,4929,3407
1320,3180,3557
1321,813,2551
1322,1576,4428
1323,2787,3707
1324,3820,3637
1325,4657,4953
1326,1826,2933
1327,3716,2443
1328,1587,3356
1329,4549,4564
1330,822,489
1331,4561,2094
1332,4741,4134
1333,3768,3195
1334,2522,3768
1335,3805,2026
1336,3804,4281
1337,1313,4497
1338,195,4777
1339,3631,3965
1340,504,312
1341,1695,4766
1342,4593,2723
1343,581,40
1344,1804,3308
1345,2617,1739
1346,4566,3111
1347,678,2331
1348,2035,4821
1349,4555,3077
1350,3851,3726
1351,4136,1892
1352,43,2956
1353,3291,4702
1354,3527,3350
1355,602,3277
1356,3046,4216
1357,919,1186
1358,3531,39
1359,1174,4689
1360,4670,4103
1361,1664,1603
1362,2227,4608
1363,2079,1930
1364,3536,1270
1365,2980,4890
1366,3504,4168
1367,1705,701
1368,1889,420
1369,3501,368
1370,2821,2757
1371,130,96
1372,1133,867
1373,2918,1161
1374,2322,4931
1375,4547,3483
1376,4724,2744
1377,4413,3628
1378,3993,600
1379,2946,4560
1380,1246,2899
1381,4932,822
1382,2091,671
1383,2654,2418
1384,2771,3790
1385,764,4177
1386,261,645
1387,3096,2970
1388,1078,1608
1389,2782,605
1390,4166,4135
1391,1387,2951
1392,2154,4645
1393,1799,4817
1394,4490,4322
1395,4775,76
1396,3574,1287
1397,2358,155
1398,2120,3591
1399,1144,4614
1400,2811,1461
1401,756,2337
1402,3194,2212
1403,2326,3245
1404,3174,4937
1405,3786,2254
1406,2304,3187
1407,303,399
1408,4280,928
1409,3487,4059
1410,4380,2519
1411,314,2030
1412,4946,2728
1413,3888,1493
1414,1887,4908
1415,2158,3780
1416,345,4631
1417,837,35
1418,3997,3065
1419,919,4645
1420,1369,1136
1421,3955,4980
1422,4476,2606
1423,4631,3603
1424,1199,4621
1425,522,3594
1426,2876,3336
1427,3128,2480
1428,3835,2993
1429,3220,3687
1430,4361,4859
1431,2578,3278
1432,3294,2595
1433,454,3368
1434,142,2559
1435,4,3044
1436,3235,1747
1437,664,3467
1438,1759,1507
1439,1180,1162
1440,2808,3267
1441,3207,4662
1442,4130,2424
1443,3103,4510
1444,1060,4100
1445,4194,147
1446,2950,4514
1447,2037,4130
1448,2705,4865
1449,2387,1517
1450,3563,4678
1451,4535,1652
1452,3164,4218
1453,2653,2761
1454,1718,3947
1455,1677,2712
1456,932,224
1457,1533,499
1458,3899,3801
1459,701,223
1460,4034,4328
1461,131,1280
1462,2213,1259
1463,1493,2673
1464,122,849
1465,4802,1498
1466,14,1867
1467,3519,2253
1468,3339,436
1469,4653,579
1470,3234,2997
1471,2701,4177
1472,2330,1912
1473,4056,2585
1474,1775,2331
1475,4140,3227
1476,4245,2906
1477,929,3434
1478,356,1676
1479,3330,2935
1480,38,2399
1481,3150,3310
1482,1735,3277
1483,4696,2845
1484,1425,3387
1485,4592,2361
1486,279,3558
1487,2760,3542
1488,4374,4903
1489,2911,764
1490,1832,3722
1491,2441,4697
1492,1582,4327
1493,4388,2731
1494,2746,1878
1495,148,4597
1496,2530,1485
1497,1923,498
1498,2527,4295
1499,4180,439
1500,4642,4081
1501,1816,4547
1502,529,2795
1503,2560,2911
1504,1155,2189
1505,4819,266
1506,4507,1430
1507,2176,743
1508,2122,1381
1509,579,4667
1510,4533,4445
1511,1967,3059
1512,720,2827
1513,2980,1724
1514,4331,1353
1515,3004,187
1516,538,3915
1517,4113,3076
1518,4824,846
1519,2318,941
1520,1344,1172
1521,1443,2231
1522,2629,3267
1523,2024,1504
1524,1667,869
1525,3920,3561
1526,26,548
1527,706,3429
1528,1934,925
1529,214,2731
1530,828,1971
1531,2334,736
1532,4873,1375
1533,3674,2859
1534,1953,1495
1535,2916,3059
1536,730,2067
1537,3467,144
1538,2814,2226
1539,3440,296
1540,4995,3973
1541,535,4396
1542,4563,497
1543,2250,1092
1544,4524,3301
1545,2566,2108
1546,3497,3391
1547,2950,4440
1548,2008,432
1549,1920,532
1550,2507,1148
1551,1265,4187
1552,1077,3934
1553,479,4185
1554,279,678
1555,4644,1799
1556,4090,528
1557,1446,1334
1558,3971,4797
1559,530,834
1560,3521,2419
1561,1478,2659
1562,4081,1559
1563,278,1092
1564,2889,140
1565,1239,3326
1566,482,1822
1567,3775,923
1568,2641,1737
1569,1919,4869
1570,2165,4735
1571,776,1768
1572,4942,4303
1573,2145,3644
1574,1870,1213
1575,744,4725
1576,4645,774
1577,3362,3172
1578,2317,1379
1579,4327,482
1580,2811,4463
1581,1395,4736
1582,2156,75
1583,1635,4578
1584,2583,3566
1585,3015,2077
1586,3879,3619
1587,2844,3388
1588,1763,731
1589,663,2715
1590,1012,1543
1591,4545,4806
1592,4483,1371
1593,1165,1799
1594,2526,1234
1595,2907,2389
1596,829,1073
1597,4851,4019
1598,4837,770
1599,3698,3667
1600,3196,3162
1601,3375,613
1602,941,2816
1603,3601,3895
1604,1428,2645
1605,2339,270
1606,4979,1114
1607,1711,4325
1608,290,3576
1609,4309,4990
1610,1998,2163
1611,1607,1718
1612,3035,60
1613,3348,3848
1614,3661,3435
1615,3799,3933
1616,823,1107
1617,875,21
1618,737,159
1619,2203,1995
1620,3641,4599
1621,2247,4543
1622,1108,1515
1623,789,1665
1624,4908,1953
1625,3064,987
1626,3842,2522
1627,2028,3794
1628,1806,1198
1629,3275,678
1630,812,4642
1631,4757,786
1632,3287,4367
1633,2117,2122
1634,3768,1812
1635,416,949
1636,1900,2714
1637,767,47
1638,892,4408
1639,3792,3691
1640,4570,4286
1641,98,746
1642,3498,2024
1643,3867,1912
1644,3395,2087
1645,4921,1149
1646,1584,4695
1647,3033,4995
1648,2002,2349
1649,3648,3780
1650,1766,599
1651,4451,876
1652,3316,1693
1653,315,1222
1654,2447,4221
1655,1156,34
1656,4140,923
1657,4130,2639
1658,2432,1859
1659,1651,3272
1660,2242,3168
1661,2632,2376
1662,3789,2184
1663,1631,3920
1664,2538,3488
1665,3213,157
1666,4877,125
1667,4605,1312
1668,2375,2976
1669,3488,1860
1670,1425,3486
1671,964,4307
1672,760,1402
1673,2695,850
1674,2816,407
1675,1921,4967
1676,2376,4610
1677,599,4068
1678,2927,720
1679,3510,214
1680,2673,3741
1681,1686,4966
1682,2764,870
1683,2174,207
1684,12,655
1685,4721,1372
1686,4622,2057
1687,1337,3000
1688,1146,901
1689,4359,2877
1690,911,1933
1691,1580,1133
1692,4795,3583
1693,4897,3250
1694,2668,3622
1695,3981,3520
1696,723,1385
1697,3798,169
1698,2837,605
1699,3403,3965
1700,1662,4858
1701,2902,921
1702,86,1940
1703,4393,3767
1704,3282,3980
1705,2322,2594
1706,2769,4964
1707,543,1157
1708,3003,4055
1709,4950,1524
1710,3342,2678
1711,2413,275
1712,141,2651
1713,1019,822
1714,654,4974
1715,2124,1232
1716,4285,4898
1717,4240,4192
1718,1792,279
1719,2990,3994
1720,2955,3200
1721,3404,1520
1722,3,1018
1723,1981,2890
1724,2691,4403
1725,1477,4118
1726,4645,1475
1727,3855,4533
1728,3125,4866
1729,940,571
1730,4392,2495
1731,468,1962
1732,2504,1189
1733,4936,4254
1734,1887,2775
1735,2380,4830
